Game,Date,AwayTeam,AwayScore,HomeTeam,HomeScore,HomeResult,a_days_of_rest,a_CA,a_CF,a_FA,a_FF,a_GA,a_GF,a_HDCA,a_HDCF,a_HDGA,a_HDGF,a_HDSA,a_HDSF,a_LDCA,a_LDCF,a_LDGA,a_LDGF,a_LDSA,a_LDSF,a_MDCA,a_MDCF,a_MDGA,a_MDGF,a_MDSA,a_MDSF,a_PDO,a_SA,a_SCA,a_SCF,a_SF,a_xGA,a_xGF,h_days_of_rest,h_CA,h_CF,h_FA,h_FF,h_GA,h_GF,h_HDCA,h_HDCF,h_HDGA,h_HDGF,h_HDSA,h_HDSF,h_LDCA,h_LDCF,h_LDGA,h_LDGF,h_LDSA,h_LDSF,h_MDCA,h_MDCF,h_MDGA,h_MDGF,h_MDSA,h_MDSF,h_PDO,h_SA,h_SCA,h_SCF,h_SF,h_xGA,h_xGF
"2022-02-24 - BOS 3, SEA 2",2022-02-24,BOS,3,SEA,2,Lost,2.0,40.5,44.438,31.776,34.397,1.8880000000000003,1.431,7.822,8.916999999999998,0.983,0.713,5.222,7.483,20.454,19.392,0.371,0.105,10.555,11.584,10.07,13.313,0.4949999999999999,0.6039999999999999,5.337000000000001,7.423,0.9671,22.371,17.948999999999998,22.203,27.574,1.686,1.976,1.0,46.165,44.121,35.085,31.616,2.295,1.811,10.238,6.935,1.403,0.709,7.68,4.276999999999999,20.654,20.191,0.207,0.4090000000000001,11.574,9.846,12.24,14.226,0.696,0.71,4.503,6.532000000000001,0.9997,25.564,22.417,21.306,21.619,2.188,1.6760000000000002
"2022-02-25 - CBJ 0, CAR 4",2022-02-25,CBJ,0,CAR,4,Won,0.0,48.06400000000001,49.893,36.672,38.599,2.982,3.353,9.443,9.073,1.698,1.2049999999999998,7.266,6.291,21.53,24.477,0.4,0.7150000000000001,11.818,12.633,14.068,13.048000000000002,0.884,1.4209999999999998,7.612,7.346000000000001,1.0226000000000002,27.934000000000005,23.593,22.061,27.679,2.105,2.272,3.0,40.889,46.301,32.319,34.344,1.64,2.541,9.502,8.851,0.964,1.64,7.12,6.206,17.872,24.185,0.095,0.189,8.823,11.303999999999998,11.335,10.576,0.585,0.701,5.8420000000000005,5.73,1.04,23.155,20.902,19.351,24.161,1.983,2.057
"2022-02-25 - NJ 5, CHI 8",2022-02-25,NJ,5,CHI,8,Won,0.0,46.697,46.746,35.471999999999994,34.693,3.111,2.593,8.690000000000001,9.782,1.503,1.597,6.8950000000000005,8.036,24.693,21.976,0.477,0.288,11.16,10.549,13.329,15.389,1.126,0.706,6.984,7.140000000000001,0.9812999999999998,26.064000000000004,22.071,25.134,26.382,2.097,2.179,4.0,51.206,42.092,35.104,30.425,2.466,1.6969999999999998,6.348999999999999,8.004000000000001,1.109,0.6890000000000001,4.614,5.979,25.155,19.376,0.327,0.353,12.492,9.795,17.262,11.675999999999998,1.0239999999999998,0.61,8.516,6.496,0.979,26.546,23.615,19.7,23.284,1.886,1.6869999999999998
"2022-02-25 - BUF 3, STL 5",2022-02-25,BUF,3,STL,5,Won,1.0,44.847,43.297,35.755,31.938,2.6670000000000003,2.001,10.367,8.848,1.367,1.118,7.94,7.046000000000001,19.832,18.449,0.5660000000000001,0.3929999999999999,10.535,10.475,11.335,13.067000000000002,0.7,0.485,6.462000000000001,6.390000000000001,0.9809,26.673,21.621,21.984,25.523,2.394,1.959,2.0,44.853,41.483,34.709,31.803,1.87,2.5490000000000004,8.851,8.014999999999999,0.589,1.326,5.541,5.641,19.341,17.397,0.554,0.311,8.738,7.935,14.703,14.071000000000002,0.7140000000000001,0.898,7.815,7.772,1.0292,23.135,23.627,21.955,22.956,2.054,2.016
"2022-02-25 - WPG 3, COL 6",2022-02-25,WPG,3,COL,6,Won,1.0,45.666,40.258,34.8,30.295,1.482,1.281,9.517,8.126999999999999,0.901,0.683,6.82,6.356999999999999,19.874,17.798000000000002,0.189,0.0,9.449,9.235,12.847,11.813,0.391,0.6020000000000001,6.023,5.799,0.9919,24.054,22.366,19.944,22.652,2.031,1.7440000000000002,1.0,39.643,52.103,29.541999999999994,36.536,1.56,2.05,9.428999999999998,10.024,0.973,1.233,6.909999999999999,7.109,18.538,25.414,0.199,0.199,10.372,11.817,9.375,14.552,0.38,0.609,4.542,7.407999999999999,1.0128,22.689,18.881000000000004,24.476,27.335,1.766,2.1130000000000004
"2022-02-25 - VGK 1, ARI 3",2022-02-25,VGK,1,ARI,3,Won,4.0,47.356,44.303,32.675,32.738,1.475,1.6439999999999997,10.635000000000002,9.070000000000002,0.975,0.616,7.822999999999999,5.745,19.241,17.025,0.287,0.3999999999999999,8.516,7.848999999999999,14.786,16.125,0.192,0.505,5.588,7.353999999999999,1.0113,23.365,25.557,25.083,22.744,2.114,2.1049999999999995,1.0,51.875,37.425,40.04100000000001,27.971,2.564,1.558,10.902,7.823,0.7130000000000001,0.978,8.221,5.686999999999999,23.057,19.278,0.216,0.1779999999999999,12.21,8.774999999999999,16.979,8.686000000000002,1.542,0.3969999999999999,8.443999999999999,4.2490000000000006,0.9956,30.238,27.804,16.534,19.613,2.484,1.6629999999999998
"2022-02-25 - LA 4, ANA 1",2022-02-25,LA,4,ANA,1,Lost,1.0,35.616,50.165000000000006,27.315999999999995,38.566,1.831,2.261,7.361,8.854,1.16,1.4289999999999998,5.756,6.17,17.276,24.1,0.29,0.321,6.833,12.404,10.619,17.846,0.388,0.5269999999999999,5.053,8.546000000000001,0.9815,18.808,17.967,26.765,28.437,1.7270000000000003,2.218,2.0,42.859,36.379000000000005,32.611000000000004,28.259000000000004,2.232,2.458,8.331,7.505000000000001,1.141,1.646,6.790000000000001,5.879,20.207,17.134,0.492,0.534,11.289,7.192,12.513,9.237,0.593,0.299,5.655,3.79,1.0284,24.731,20.878,16.701999999999998,18.78,2.007,1.821
"2022-02-26 - MTL 2, OTT 1",2022-02-26,MTL,2,OTT,1,Lost,2.0,47.82,39.931,36.63,30.085,3.162,1.825,10.958000000000002,7.754,1.607,0.849,8.023,5.646,20.488,15.913,0.521,0.478,11.06,9.105,14.299,11.83,1.0,0.495,7.684,6.1930000000000005,0.9627,27.905,25.194,19.665,23.143,2.377,1.822,3.0,51.21600000000001,43.96,37.702,32.968,1.457,1.861,9.27,7.735000000000001,0.525,0.7969999999999999,6.8870000000000005,4.698,22.764,21.151000000000003,0.094,0.285,12.202,11.061,14.844,11.856,0.8380000000000001,0.7869999999999999,7.836,4.879,1.0342,28.789,24.124,19.578,22.025,2.089,1.777
"2022-02-26 - EDM 4, FLA 3",2022-02-26,EDM,4,FLA,3,Lost,2.0,36.217,48.633,28.763,36.201,2.03,2.111,7.672999999999999,10.433,0.7790000000000001,1.306,5.372,8.103,13.557,21.778,0.295,0.206,7.346999999999999,10.311,13.793,13.785,0.915,0.591,7.211999999999999,6.572,0.9832,20.949,21.465,24.241000000000003,26.253,1.823,2.247,1.0,37.266000000000005,53.032,29.213,40.698,2.177,2.95,9.106,11.624,1.0870000000000002,1.524,6.81,8.982000000000001,16.485000000000003,23.648,0.47,0.311,9.238,11.146,9.443,14.923000000000002,0.607,1.028,4.976,9.344,0.9916,22.536,18.567,26.568,31.097999999999995,1.924,2.522
"2022-02-26 - WSH 1, PHI 2",2022-02-26,WSH,1,PHI,2,Won,1.0,46.73,43.521,35.292,32.287,1.928,2.035,8.736999999999998,8.284,1.1960000000000002,1.108,6.775,6.032,23.148000000000003,19.156,0.206,0.418,11.27,9.338,12.486,13.642,0.516,0.5129999999999999,5.729,6.5920000000000005,1.0092,24.937,21.228,21.996,23.205,2.0840000000000005,1.865,3.0,48.509,37.708,35.326,30.392000000000003,2.345,2.042,8.821000000000002,8.516,1.63,1.15,6.168,6.429,23.126,16.511,0.193,0.6100000000000001,10.297,8.886999999999999,13.792000000000002,10.391000000000002,0.514,0.287,7.133999999999999,5.013,1.0046,24.744,22.531,18.963,22.173,2.115,1.826
"2022-02-26 - NYR 0, PIT 1",2022-02-26,NYR,0,PIT,1,Won,1.0,48.239,41.321,35.771,30.743,1.628,1.936,9.782,8.943000000000001,0.92,1.261,7.425999999999999,6.877,21.394,19.239,0.3159999999999999,0.491,10.413999999999998,10.473,14.373,11.293,0.3969999999999999,0.191,6.4990000000000006,4.715,1.0256,26.277,24.164,20.284,23.003,2.027,1.969,1.0,44.048,46.884,33.245,36.547,2.168,1.28,8.436000000000002,7.761,1.666,0.8800000000000001,6.917,6.348000000000001,20.393,23.411,0.321,0.188,11.153,11.816,12.73,11.913,0.191,0.2009999999999999,6.714,6.676,0.9709,26.061,21.085,19.705,27.193,1.964,1.892
"2022-02-26 - TB 3, NSH 2",2022-02-26,TB,3,NSH,2,Lost,2.0,43.356,42.537,32.562,32.397000000000006,1.5690000000000002,2.887,8.053999999999998,10.549,1.004,1.443,5.62,7.257000000000001,24.109,21.324,0.095,0.62,9.712,9.2,13.464,12.993,0.49,0.825,6.282,6.618,1.0434,22.372,21.512,23.55,23.378,1.809,2.082,1.0,45.727,40.099,34.616,30.641,1.668,1.991,8.177000000000001,7.749,1.078,1.099,6.650999999999999,5.706,21.074,18.061,0.2779999999999999,0.282,10.635,9.485,13.841,11.475,0.208,0.61,7.234999999999999,6.304,1.0242,25.3,22.062,19.237,22.298,2.019,1.783
"2022-02-26 - MIN 3, CGY 7",2022-02-26,MIN,3,CGY,7,Won,1.0,42.94199999999999,43.089000000000006,31.794000000000004,32.771,1.858,2.5900000000000003,7.577000000000001,6.88,1.162,0.8539999999999999,5.761,5.208,19.503,18.412,0.2059999999999999,0.301,9.693,9.819,12.01,15.483,0.396,1.422,6.425,7.969999999999999,1.0256,23.256,19.618,22.366,23.968,1.749,1.769,1.0,38.018,56.98,30.032,43.317,1.481,3.268,7.768000000000001,11.471,1.001,1.677,5.604,8.873999999999999,16.651999999999997,24.231,0.0,0.2009999999999999,8.566999999999998,12.265,10.774,17.571,0.492,1.382,6.026,8.895,1.0356999999999998,21.68,18.644,28.96,31.472,1.711,2.568
"2022-02-26 - COL 3, VGK 2",2022-02-26,COL,3,VGK,2,Lost,0.0,38.679,52.938,28.567,37.651,1.491,2.406,9.510000000000002,10.941,1.003,1.503,6.984999999999999,7.964,17.964,25.109,0.1109999999999999,0.294,10.138000000000002,11.779,8.846,14.718,0.38,0.608,4.009,7.463999999999999,1.0216,22.088,18.411,25.614,28.3,1.761,2.204,0.0,48.43,47.031,33.273,35.304,1.662,1.6439999999999997,10.387,10.72,1.069,0.616,7.487,6.558,19.674,17.171,0.376,0.3999999999999999,8.713000000000001,7.667,15.456,17.057,0.192,0.505,6.097,8.156,1.0021,23.843,25.947000000000003,27.678999999999995,24.249,2.1060000000000003,2.31
"2022-02-26 - NYI 2, LA 5",2022-02-26,NYI,2,LA,5,Won,1.0,49.322,45.566,36.096,34.718,2.055,2.256,7.911,9.35,0.5599999999999999,1.361,4.986,7.322,22.806,21.672,0.593,0.189,11.041,11.088,16.161,12.331,0.8859999999999999,0.7030000000000001,8.519,5.98,1.0032,26.035000000000004,24.035,21.695,25.801,1.927,2.089,0.0,34.864999999999995,50.307,26.678000000000004,38.102,1.829,2.268,7.126,9.472,1.066,1.535,5.554,6.775,16.789,26.23,0.29,0.4330000000000001,6.553,12.456,10.725,16.301000000000002,0.484,0.316,5.471000000000001,7.337999999999999,0.9832,18.716,17.869,25.793,27.866000000000003,1.6949999999999998,2.229
"2022-02-26 - BOS 3, SJ 1",2022-02-26,BOS,3,SJ,1,Lost,1.0,40.67,45.3,31.926,35.425,1.888,1.532,8.291,9.112,1.0749999999999995,0.8140000000000001,5.607,7.676,19.716,20.27,0.282,0.21,10.196,11.963,10.277,13.251,0.4949999999999999,0.4989999999999998,5.532000000000001,7.083,0.9712,22.598000000000003,18.625,22.352,27.781,1.713,1.993,1.0,57.79299999999999,38.867,42.194,30.526,2.942,1.316,11.951,9.63,1.733,0.714,8.102,7.356999999999999,30.174,21.797,0.427,0.311,11.297,8.548,17.637,10.034,0.702,0.303,7.525,4.606999999999999,0.9499,28.385,29.561,19.691000000000003,21.746,2.661,1.9310000000000005
"2022-02-26 - TOR 10, DET 7",2022-02-26,TOR,10,DET,7,Lost,1.0,42.908,49.774,32.368,38.351000000000006,2.486,2.536,6.5920000000000005,8.007,1.109,1.121,5.325,5.66,19.865,24.438,0.301,0.289,10.254,12.792,13.142,15.669999999999998,1.093,1.106,7.065,8.98,0.9908,24.44,19.729,23.715,28.679,1.82,1.992,2.0,45.605,41.989,35.562,30.966,2.629,2.283,9.223,8.084,1.627,1.362,6.386,6.417,21.246,18.389,0.184,0.322,11.968,9.174,13.614,13.083000000000002,0.716,0.6119999999999999,6.864999999999999,6.346,0.9872,25.863,22.859,21.168,23.347,2.111,2.03
"2022-02-27 - VAN 5, NYR 2",2022-02-27,VAN,5,NYR,2,Lost,2.0,47.452,43.831,34.223,32.761,1.955,2.356,8.922999999999998,5.757,1.375,1.379,6.789,4.465,22.106,21.509,0.088,0.469,9.305,11.583,13.743,13.465,0.502,0.4880000000000001,6.971000000000001,6.371,1.0186,23.723000000000003,22.71,19.217,23.552,1.957,1.749,0.0,47.175,40.183,34.827,29.617,1.309,1.5539999999999998,9.13,8.916,0.6000000000000001,1.0699999999999998,7.029999999999999,7.003,20.952,18.748,0.3159999999999999,0.295,10.398,10.038,14.374,10.763,0.3969999999999999,0.191,6.48,4.524,1.0178,25.769,23.508,19.742,22.507,1.895,1.937
"2022-02-27 - EDM 1, CAR 2",2022-02-27,EDM,1,CAR,2,Won,0.0,36.938,46.396,29.285000000000004,34.538,1.843,2.212,8.088000000000001,11.306,0.687,1.308,6.0600000000000005,8.879999999999999,13.979,19.811,0.206,0.206,7.354999999999999,9.507,13.553,12.779,0.915,0.6980000000000001,7.139,6.43,0.9983,21.698,21.609,24.136,25.947,1.926,2.228,1.0,39.324,48.072,31.711,36.497,1.539,2.64,9.085,8.827,0.8600000000000001,1.447,6.912999999999999,6.494,17.467999999999996,25.465,0.095,0.296,8.719,12.889,11.16,11.278,0.585,0.8960000000000001,5.835,6.343999999999999,1.0411,22.931999999999995,20.298,20.020000000000003,26.72,1.9490000000000005,2.237
"2022-02-27 - PIT 3, CBJ 2",2022-02-27,PIT,3,CBJ,2,Lost,0.0,42.43,46.543,31.857,35.673,2.062,1.1880000000000002,7.897999999999999,7.982000000000001,1.56,0.788,6.384,6.5680000000000005,19.837,22.877,0.321,0.188,11.338,11.054,12.294,11.842,0.191,0.2009999999999999,6.090000000000001,6.39,0.9719,25.002,20.119,19.855,26.394,1.803,1.906,1.0,50.859,46.343,39.193,36.589,3.088,2.934,10.276,8.347,1.6040000000000003,1.205,8.091,6.176,23.221,22.96,0.507,0.516,13.256,11.746,14.535999999999998,12.555,0.983,1.22,7.814,7.071000000000001,1.0114,30.12,24.869,20.872,26.257,2.3920000000000003,2.182
"2022-02-27 - STL 4, CHI 0",2022-02-27,STL,4,CHI,0,Lost,1.0,44.652,41.877,34.576,31.805,1.983,2.623,8.812999999999999,8.019,0.702,1.413,5.8020000000000005,5.573,19.03,17.628999999999998,0.554,0.1999999999999999,8.843,7.888,15.089000000000002,14.389,0.7140000000000001,0.993,7.603,7.75,1.0341,23.405,23.953,22.272,22.639000000000003,2.009,2.032,1.0,52.394000000000005,40.736,36.071000000000005,29.493,2.603,1.559,7.046000000000001,7.65,1.237,0.776,5.1,5.6770000000000005,26.789,19.68,0.42,0.353,13.055,9.414,17.304,11.719,0.924,0.4,8.305000000000001,6.3180000000000005,0.9777,27.411,24.328,19.414,22.326,2.016,1.638
"2022-02-27 - BUF 2, DAL 4",2022-02-27,BUF,2,DAL,4,Won,1.0,44.854,43.614,35.742999999999995,32.305,2.95,1.995,10.453,9.046,1.555,1.218,8.004000000000001,6.923,19.552,18.716,0.5660000000000001,0.3929999999999999,10.585,10.813,11.68,13.033,0.795,0.3809999999999999,6.3020000000000005,6.215,0.9598,26.542,22.015000000000004,22.186,25.658,2.378,1.979,2.0,44.979,43.63,32.108999999999995,32.739,1.731,1.6489999999999998,7.604999999999999,9.75,0.914,1.05,5.693,6.413000000000001,21.265,17.346,0.0939999999999999,0.111,10.561,8.724,11.156,12.691,0.721,0.392,6.174,5.587999999999999,1.0025,23.695,18.839,22.48,22.172,1.698,2.003
"2022-02-27 - WPG 5, ARI 3",2022-02-27,WPG,5,ARI,3,Lost,1.0,47.886,38.814,35.849000000000004,29.337,1.866,1.388,9.354,8.233999999999998,1.185,0.8969999999999999,6.822999999999999,6.680999999999999,21.245,17.107999999999997,0.284,0.0,9.989999999999998,8.815999999999999,13.592,11.064,0.398,0.497,6.4590000000000005,5.379,0.988,25.014,22.97,19.304,21.923,2.018,1.759,1.0,54.904,38.523,42.49,28.515,2.564,1.653,12.552,8.197999999999999,0.8190000000000002,1.072,8.929,5.978,24.039,19.036,0.216,0.1779999999999999,12.544,8.685,17.481,9.515,1.437,0.3969999999999999,8.607,4.94,0.9986999999999998,31.409,29.969,17.724,20.526,2.701,1.748
"2022-02-27 - NYI 4, ANA 0",2022-02-27,NYI,4,ANA,0,Lost,0.0,51.44199999999999,44.612,37.071000000000005,33.864,2.339,2.264,8.011000000000001,9.646,0.654,1.3690000000000002,4.892,7.6,24.492,22.016,0.593,0.189,11.383,10.388,17.226999999999997,11.914,1.071,0.709,9.047999999999998,5.87,0.9967,26.604000000000003,25.139000000000003,21.583,25.278,2.031,2.104,1.0,43.75,37.081,33.643,28.197,2.259,2.23,8.963000000000001,7.166,1.0630000000000002,1.5379999999999998,7.262,5.193,21.612,17.497999999999998,0.604,0.311,11.333,6.704000000000001,12.117,10.274,0.593,0.395,5.441000000000001,4.682,1.0206000000000002,25.325,21.07,17.437,18.251,2.086,1.811
"2022-02-27 - SEA 1, SJ 3",2022-02-27,SEA,1,SJ,3,Won,2.0,46.965,41.816,36.442,30.417,2.309,1.802,10.297,7.06,1.4049999999999998,0.8009999999999999,7.8199999999999985,4.337,21.118,19.146,0.217,0.4090000000000001,11.633,9.038,12.673,12.938,0.696,0.608,4.92,6.114,1.003,26.187,22.919,20.114,20.444,2.175,1.623,0.0,56.87600000000001,37.271,41.854,28.393,2.618,1.224,10.902,9.344,1.192,0.7140000000000001,7.508999999999999,6.963000000000001,30.529000000000003,21.224,0.316,0.311,12.06,8.290000000000001,17.311,9.355,1.016,0.207,7.596000000000001,4.179,0.9572,28.639,28.21,18.704,20.65,2.506,1.84
"2022-02-28 - VAN 2, NJ 7",2022-02-28,VAN,2,NJ,7,Won,0.0,46.784,46.224,33.841,34.9,2.1380000000000003,2.674,9.925999999999998,6.357,1.466,1.486,7.475,5.157,20.933,23.379,0.088,0.469,8.797,12.602,13.303,13.454,0.598,0.6970000000000001,7.018000000000001,6.499,1.0204,23.882,23.326,19.781,25.363,2.033,1.866,2.0,46.934000000000005,48.107,35.260000000000005,35.636,3.305,3.003,8.455,10.392,1.602,1.8060000000000005,6.725,8.440000000000001,25.58,23.177,0.477,0.381,11.931,11.116,13.115,15.004,1.221,0.8119999999999999,6.623,6.707000000000001,0.9858,26.190000000000005,21.6,25.367,27.043,2.099,2.298
"2022-02-28 - TOR 5, WSH 3",2022-02-28,TOR,5,WSH,3,Lost,1.0,42.775,51.34400000000001,32.747,38.678,3.0460000000000003,2.748,6.764999999999999,8.63,1.386,1.447,5.415,5.601000000000001,19.231,22.554,0.478,0.4009999999999999,10.446000000000002,12.784,12.641,17.000999999999998,1.196,0.906,6.889,9.393,0.9723,24.733,19.397,25.652,29.139,1.7920000000000005,1.997,1.0,46.208,43.155,34.262,32.301,1.8,1.94,7.665000000000001,8.281,1.1890000000000005,1.108,5.852,6.2620000000000005,22.115,19.236,0.095,0.418,10.938,9.709,13.015,12.504,0.507,0.41,5.685,5.871,1.0055,23.979,20.679,20.828,23.225,1.8520000000000003,1.863
"2022-02-28 - BOS 7, LA 0",2022-02-28,BOS,7,LA,0,Lost,1.0,37.839,46.432,29.207000000000004,36.594,1.3969999999999998,1.751,7.591999999999999,9.579,0.5900000000000001,0.8140000000000001,4.758000000000001,8.142999999999999,18.655,21.406,0.282,0.21,9.758,13.016,9.577,13.403,0.4949999999999999,0.7129999999999999,5.102,6.631,0.9937,20.645,17.258000000000003,22.933,28.72,1.568,2.067,1.0,35.00599999999999,51.608,26.876,38.577,1.938,2.557,7.525,9.665,1.168,1.528,6.037000000000001,6.674,17.288999999999998,26.693,0.29,0.4330000000000001,6.776000000000001,12.262,10.54,16.901999999999997,0.488,0.6060000000000001,5.372000000000001,7.747,0.9904,19.41,18.082,26.522,28.095,1.779,2.322
"2022-03-01 - CAR 3, DET 4",2022-03-01,CAR,3,DET,4,Won,1.0,38.462,45.213,31.546000000000003,35.049,1.539,2.5450000000000004,8.883,8.639999999999999,0.8630000000000001,1.4470000000000005,6.806,6.5,16.819,22.43,0.095,0.296,8.862,12.18,10.753,10.699,0.585,0.8010000000000002,5.724,5.953,1.0386000000000002,22.668,19.686,19.258,25.849,1.934,2.16,2.0,46.777,41.135,36.274,31.192999999999994,3.1660000000000004,2.561,10.019,8.247,2.1710000000000003,1.457,6.844999999999999,6.414,20.054,18.08,0.296,0.587,11.451,9.349,15.303,12.374,0.6199999999999999,0.509,7.516,6.059,0.9866,26.469,25.325,20.604,23.428,2.192,2.0330000000000004
"2022-03-01 - OTT 2, TB 5",2022-03-01,OTT,2,TB,5,Won,2.0,48.977,42.051,37.056,31.829,1.668,1.477,8.855,7.67,0.631,0.602,6.5550000000000015,4.262,22.201,19.928,0.094,0.19,12.443,10.529,13.874,11.404,0.9430000000000002,0.6910000000000001,7.775999999999999,5.066999999999999,1.0117,28.649,22.704,19.077,21.161,2.145,1.669,2.0,43.069,43.522,31.978,33.29299999999999,1.3850000000000002,2.676,7.802,10.336,0.913,1.337,5.45,7.045999999999999,23.973000000000003,21.253,0.095,0.62,9.057,9.486,13.279,14.059,0.394,0.7200000000000001,6.486,7.037000000000001,1.0409,21.874,21.073,24.403,23.777,1.7409999999999997,2.084
"2022-03-01 - EDM 3, PHI 0",2022-03-01,EDM,3,PHI,0,Lost,1.0,35.872,44.962,28.646,34.423,1.618,2.313,7.525,10.377,0.781,1.412,5.753,8.187000000000001,14.431,19.976,0.206,0.206,7.858,9.928,12.160999999999998,12.284,0.609,0.6980000000000001,6.207,6.674,1.0117,21.147,19.661,22.692,25.653,1.848,2.188,2.0,46.793,38.472,33.992,30.151,2.134,2.143,8.136999999999999,8.296000000000001,1.418,1.249,5.61,6.194,22.743,16.484,0.193,0.6100000000000001,9.745,8.399000000000001,13.058000000000002,11.037,0.514,0.286,6.497,5.143,1.0154999999999998,23.014,21.143,19.342,21.891,2.029,1.764
"2022-03-01 - NJ 3, CBJ 4",2022-03-01,NJ,3,CBJ,4,Won,0.0,47.71,48.892,36.539,36.815000000000005,3.313,3.493,7.564,10.394,1.511,1.99,6.3180000000000005,8.36,25.697,23.394,0.477,0.487,12.237,11.404,14.910000000000002,15.953000000000005,1.321,1.006,8.061,7.449,1.0049,27.699,22.575,26.268,28.019,2.096,2.343,1.0,49.177,46.443,38.623000000000005,37.241,2.551,2.844,10.263,8.347999999999999,1.388,1.117,7.879,5.898,22.613,23.022,0.4899999999999999,0.611,13.455999999999998,12.206,13.677,12.313,0.6769999999999999,1.117,6.988000000000001,6.9670000000000005,1.0194,29.287,24.034,20.591,26.423,2.332,2.166
"2022-03-01 - CGY 5, MIN 1",2022-03-01,CGY,5,MIN,1,Lost,2.0,36.807,55.426,29.481,41.979,1.501,3.144,7.311,11.247,1.008,1.463,5.4990000000000006,8.379000000000001,16.639,23.744,0.0,0.396,8.384,12.319,10.623,17.108,0.501,1.277,6.012,8.474,1.0311,21.243,18.061,28.232000000000006,30.275,1.6489999999999998,2.541,2.0,44.397000000000006,41.487,32.591,32.591,1.958,2.575,7.125,6.279,1.165,0.6380000000000001,5.3740000000000006,4.618,20.894,17.897000000000002,0.4009999999999999,0.301,10.405,9.622,12.260000000000002,15.291,0.396,1.622,6.267,8.1,1.0254,23.31,19.377,21.621,23.489,1.719,1.719
"2022-03-01 - MTL 4, WPG 8",2022-03-01,MTL,4,WPG,8,Won,2.0,46.493,41.481,35.343,31.348000000000003,2.414,1.944,10.672,8.16,1.067,0.8640000000000001,7.373,6.135,19.419,16.654,0.521,0.478,10.686,9.742,14.145999999999995,12.446,0.7989999999999999,0.6,7.709,6.608,0.9933,26.922000000000004,24.772,20.651000000000003,24.316,2.261,1.9970000000000003,1.0,49.827000000000005,41.285,37.348,31.718,2.145,1.806,10.207,9.406,1.277,1.109,7.237999999999999,7.400999999999999,22.369,18.025,0.4679999999999999,0.0,10.301,9.419,13.207,11.731,0.398,0.708,6.435,5.815,0.9892,25.622000000000003,23.43,21.158,23.536,2.165,2.014
"2022-03-01 - NYI 3, COL 5",2022-03-01,NYI,3,COL,5,Won,1.0,50.32899999999999,44.252,36.187,34.476,2.126,2.69,7.476000000000001,9.47,0.654,1.586,4.738,7.683,24.663,22.637,0.488,0.189,11.423,10.634,16.515,11.204,0.967,0.911,8.364,6.222,1.0253,25.812,23.919,20.676,25.846,1.935,2.127,2.0,39.838,51.946000000000005,29.81,36.931,1.5790000000000002,2.525,9.163,10.67,1.09,1.416,6.659000000000001,7.877,19.136000000000003,24.018,0.1109999999999999,0.294,10.739,11.175,8.950999999999999,14.988,0.38,0.8190000000000002,4.294,7.572,1.028,22.741,18.151000000000003,25.628,27.703000000000003,1.733,2.139
"2022-03-01 - SJ 1, VGK 3",2022-03-01,SJ,1,VGK,3,Won,1.0,57.79600000000001,34.78,42.755,26.527,2.624,1.191,11.144,8.065000000000001,1.293,0.7070000000000001,7.967999999999999,6.034000000000001,31.413,20.382,0.316,0.1999999999999999,13.123,8.337,17.217999999999996,8.998999999999999,0.913,0.293,7.487,3.822,0.964,30.072,28.336,17.091,19.421,2.54,1.567,2.0,46.139,49.376,31.836,36.792,1.777,1.63,9.852,10.557,0.977,0.7,7.121,6.429,18.62,19.079,0.376,0.3059999999999999,8.237,8.785,15.164,17.646,0.4029999999999999,0.505,6.418000000000001,8.443999999999999,0.9907,23.31,25.141,28.097,25.268,1.985,2.306
"2022-03-01 - BOS 3, ANA 4",2022-03-01,BOS,3,ANA,4,Won,0.0,39.009,49.246,29.985000000000003,38.56,1.194,2.1870000000000003,7.517,9.918,0.489,1.037,4.837999999999999,8.344,20.39,23.987,0.189,0.21,10.335,13.589000000000002,9.988,14.362,0.4949999999999999,0.921,5.422000000000001,6.912000000000001,1.0174,21.53,17.621000000000002,24.213,29.892000000000003,1.6669999999999998,2.192,1.0,42.33200000000001,38.02,32.703,28.410000000000004,2.685,1.922,8.291,6.989999999999999,1.28,1.228,6.745,4.948,22.03,17.798,0.604,0.311,11.438999999999998,7.033,10.986999999999998,11.316,0.7949999999999999,0.395,4.926,5.045,0.982,24.272,19.254,18.322,18.592,1.9680000000000004,1.78
