Game,Team,CF,CA,FF,FA,SF,SA,GF,GA,xGF,xGA,SCF,SCA,HDCF,HDCA,HDSF,HDSA,HDGF,HDGA,MDCF,MDCA,MDSF,MDSA,MDGF,MDGA,LDCF,LDCA,LDSF,LDSA,LDGF,LDGA,PDO
"2024-10-09 - COL 4, VGK 8",COL,44.67,33.05,31.46,23.35,24.6,17.13,3.09,4.83,1.79,1.19,18.06,14.8,6.18,3.82,4.07,2.84,0.0,0.94,11.64,11.18,4.98,6.96,2.08,2.86,27.42,15.71,14.39,4.15,0.93,0.89,0.844
"2024-10-10 - MTL 4, BOS 6",BOS,44.98,37.57,30.31,30.66,22.13,17.27,4.83,3.08,2.22,1.81,27.51,17.71,9.56,9.15,6.77,8.05,0.96,3.12,18.16,8.47,8.94,2.98,3.79,0.0,20.89,25.04,6.27,3.48,0.0,0.0,1.04
"2024-10-10 - MTL 4, BOS 6",MTL,37.57,44.98,30.66,30.31,17.27,22.13,3.08,4.83,1.81,2.22,17.71,27.51,9.15,9.56,8.05,6.77,3.12,0.96,8.47,18.16,2.98,8.94,0.0,3.79,25.04,20.89,3.48,6.27,0.0,0.0,0.96
"2024-10-10 - LA 3, BUF 1",BUF,45.4,37.1,29.04,23.74,13.61,16.45,0.0,1.01,1.88,1.15,25.64,23.07,11.17,4.26,3.78,3.16,0.0,0.0,14.48,18.65,3.89,8.25,0.0,1.06,15.53,12.29,4.93,4.06,0.0,0.0,0.939
"2024-10-10 - LA 3, BUF 1",LA,37.1,45.4,23.74,29.04,16.45,13.61,1.01,0.0,1.15,1.88,23.07,25.64,4.26,11.17,3.16,3.78,0.0,0.0,18.65,14.48,8.25,3.89,1.06,0.0,12.29,15.53,4.06,4.93,0.0,0.0,1.061
"2024-10-10 - FLA 1, OTT 3",OTT,42.13,62.34,32.24,37.42,23.99,22.95,0.99,1.01,1.1,1.95,14.06,25.64,3.01,7.98,3.04,4.94,0.0,0.0,11.29,17.28,6.04,6.96,0.94,0.0,32.05,39.25,13.13,10.02,0.0,0.93,0.997
"2024-10-10 - FLA 1, OTT 3",FLA,62.34,42.13,37.42,32.24,22.95,23.99,1.01,0.99,1.95,1.1,25.64,14.06,7.98,3.01,4.94,3.04,0.0,0.0,17.28,11.29,6.96,6.04,0.0,0.94,39.25,32.05,10.02,13.13,0.93,0.0,1.003
"2024-10-10 - PIT 6, DET 3",DET,38.45,51.07,27.36,40.06,21.18,26.71,1.86,5.24,1.27,2.76,17.68,24.08,3.56,13.45,1.01,7.8,0.0,3.21,14.2,10.67,6.79,5.18,0.95,0.0,18.44,27.17,9.48,13.86,0.88,2.05,0.892
"2024-10-10 - PIT 6, DET 3",PIT,51.07,38.45,40.06,27.36,26.71,21.18,5.24,1.86,2.76,1.27,24.08,17.68,13.45,3.56,7.8,1.01,3.21,0.0,10.67,14.2,5.18,6.79,0.0,0.95,27.17,18.44,13.86,9.48,2.05,0.88,1.108
"2024-10-10 - TOR 4, NJ 2",NJ,43.61,44.2,24.29,28.95,12.1,22.08,0.92,4.23,1.27,1.87,17.28,16.99,4.28,8.01,2.59,5.71,0.0,1.07,12.71,9.14,6.27,6.54,0.96,2.02,28.15,28.1,3.31,8.79,0.0,1.11,0.884
"2024-10-10 - TOR 4, NJ 2",TOR,44.2,43.61,28.95,24.29,22.08,12.1,4.23,0.92,1.87,1.27,16.99,17.28,8.01,4.28,5.71,2.59,1.07,0.0,9.14,12.71,6.54,6.27,2.02,0.96,28.1,28.15,8.79,3.31,1.11,0.0,1.116
"2024-10-10 - UHC 5, NYI 4",NYI,41.6,54.63,26.9,34.06,15.42,21.53,1.87,2.07,1.06,1.87,14.27,27.16,3.69,13.78,3.72,9.42,0.92,2.07,10.68,13.42,2.91,4.09,0.95,0.0,34.26,33.02,8.79,5.16,0.0,0.0,1.025
"2024-10-10 - UHC 5, NYI 4",UHC,54.63,41.6,34.06,26.9,21.53,15.42,2.07,1.87,1.87,1.06,27.16,14.27,13.78,3.69,9.42,3.72,2.07,0.92,13.42,10.68,4.09,2.91,0.0,0.95,33.02,34.26,5.16,8.79,0.0,0.0,0.975
"2024-10-10 - DAL 4, NSH 3",NSH,32.69,37.97,26.99,26.31,16.03,18.62,0.92,3.18,1.09,1.62,12.39,17.68,5.2,6.71,3.44,4.45,0.91,0.0,7.02,11.06,3.68,3.22,0.0,2.09,25.68,21.34,6.89,9.9,0.0,1.12,0.886
"2024-10-10 - DAL 4, NSH 3",DAL,37.97,32.69,26.31,26.99,18.62,16.03,3.18,0.92,1.62,1.09,17.68,12.39,6.71,5.2,4.45,3.44,0.0,0.91,11.06,7.02,3.22,3.68,2.09,0.0,21.34,25.68,9.9,6.89,1.12,0.0,1.114
"2024-10-10 - CBJ 2, MIN 3",MIN,32.43,47.47,26.08,30.92,20.11,21.86,1.89,1.01,1.47,1.64,15.91,17.42,5.87,6.33,4.94,4.15,0.0,0.0,10.21,10.98,4.99,5.04,0.95,1.06,24.05,28.51,10.13,8.71,0.95,0.0,1.048
