Game,Team,Unnamed: 2,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO,Attendance
"2021-10-13 - VAN 2, EDM 3",VAN,Limited ReportFull Report,47.6,38.03,50.97,42.73,28.44,34.3,45.34,24.56,28.34,46.43,1.01,0.94,51.74,1.71,2.37,41.83,17.29,27.54,38.57,8.27,11.54,41.75,8.18,10.74,43.25,0.0,0.94,0.00,0.00,91.23,8.96,16.18,35.65,6.07,7.96,43.26,0.0,0.0,-,0.00,100.00,17.13,18.62,47.91,9.28,7.43,55.53,0.94,0.0,100.00,10.11,100.0,4.12,96.67,1.008,16034
"2021-10-13 - VAN 2, EDM 3",EDM,Limited ReportFull Report,47.6,50.97,38.03,57.27,34.3,28.44,54.66,28.34,24.56,53.57,0.94,1.01,48.26,2.37,1.71,58.17,27.54,17.29,61.43,11.54,8.27,58.25,10.74,8.18,56.75,0.94,0.0,100.00,8.77,100.00,16.18,8.96,64.35,7.96,6.07,56.74,0.0,0.0,-,0.00,100.00,18.62,17.13,52.09,7.43,9.28,44.47,0.0,0.94,0.00,0.0,89.89,3.33,95.88,0.992,16034
"2021-10-13 - WPG 1, ANA 4",WPG,Limited ReportFull Report,39.533333333333,37.99,22.46,62.85,28.97,18.87,60.56,17.73,12.65,58.37,1.01,1.93,34.43,1.57,1.2,56.61,15.59,12.05,56.4,3.96,6.95,36.31,1.93,5.06,27.56,0.0,0.99,0.00,0.00,80.44,11.3,5.13,68.77,7.85,3.06,71.96,0.0,0.95,0.00,0.00,69.00,18.42,8.9,67.41,7.0,4.55,60.59,0.93,0.0,100.00,13.31,100.0,5.72,84.72,0.904,16260
"2021-10-13 - WPG 1, ANA 4",ANA,Limited ReportFull Report,39.533333333333,22.46,37.99,37.15,18.87,28.97,39.44,12.65,17.73,41.63,1.93,1.01,65.57,1.2,1.57,43.39,12.05,15.59,43.6,6.95,3.96,63.69,5.06,1.93,72.44,0.99,0.0,100.00,19.56,100.00,5.13,11.3,31.23,3.06,7.85,28.04,0.95,0.0,100.00,31.00,100.00,8.9,18.42,32.59,4.55,7.0,39.41,0.0,0.93,0.00,0.0,86.69,15.28,94.28,1.096,16260
"2021-10-14 - MTL 1, BUF 5",MTL,Limited ReportFull Report,43.65,33.02,43.05,43.41,24.33,36.0,40.33,20.64,23.16,47.12,1.01,1.97,33.94,0.64,1.59,28.62,8.72,17.5,33.26,1.97,7.04,21.85,1.94,6.09,24.19,0.0,0.96,0.00,0.00,84.16,6.57,10.63,38.2,2.98,6.17,32.58,1.02,0.94,52.07,34.33,84.73,23.32,25.02,48.24,14.99,10.93,57.83,0.0,0.0,-,0.0,100.0,4.91,91.48,0.964,8467
"2021-10-14 - MTL 1, BUF 5",BUF,Limited ReportFull Report,43.65,43.05,33.02,56.59,36.0,24.33,59.67,23.16,20.64,52.88,1.97,1.01,66.06,1.59,0.64,71.38,17.5,8.72,66.74,7.04,1.97,78.15,6.09,1.94,75.81,0.96,0.0,100.00,15.84,100.00,10.63,6.57,61.8,6.17,2.98,67.42,0.94,1.02,47.93,15.27,65.67,25.02,23.32,51.76,10.93,14.99,42.17,0.0,0.0,-,0.0,100.0,8.52,95.09,1.036,8467
"2021-10-14 - TOR 2, OTT 3",TOR,Limited ReportFull Report,47.55,46.47,59.64,43.79,38.86,45.19,46.24,31.37,32.43,49.17,0.0,1.93,0.00,2.79,3.39,45.12,26.54,38.99,40.5,16.05,16.06,49.98,13.8,11.23,55.13,0.0,0.94,0.00,0.00,91.62,10.4,23.26,30.89,4.89,10.29,32.2,0.0,0.98,0.00,0.00,90.51,16.24,16.94,48.95,10.0,10.54,48.69,0.0,0.0,-,0.0,100.0,0.0,94.05,0.941,15159
"2021-10-14 - TOR 2, OTT 3",OTT,Limited ReportFull Report,47.55,59.64,46.47,56.21,45.19,38.86,53.76,32.43,31.37,50.83,1.93,0.0,100.00,3.39,2.79,54.88,38.99,26.54,59.5,16.06,16.05,50.02,11.23,13.8,44.87,0.94,0.0,100.00,8.38,100.00,23.26,10.4,69.11,10.29,4.89,67.8,0.98,0.0,100.00,9.49,100.00,16.94,16.24,51.05,10.54,10.0,51.31,0.0,0.0,-,0.0,100.0,5.95,100.0,1.059,15159
"2021-10-14 - TB 7, DET 6",TB,Limited ReportFull Report,37.15,40.06,25.05,61.53,34.74,19.65,63.87,27.98,16.55,62.84,2.01,3.9,33.97,2.3,1.76,56.74,23.82,14.18,62.7,13.13,5.99,68.66,9.02,4.02,69.16,1.02,2.87,26.26,11.33,28.65,10.64,8.23,56.38,7.89,4.99,61.28,1.0,0.94,51.44,12.64,81.12,19.81,14.57,57.61,9.31,6.39,59.3,0.0,0.0,-,0.0,100.0,7.18,76.41,0.836,19515
"2021-10-14 - TB 7, DET 6",DET,Limited ReportFull Report,37.15,25.05,40.06,38.47,19.65,34.74,36.13,16.55,27.98,37.16,3.9,2.01,66.03,1.76,2.3,43.26,14.18,23.82,37.3,5.99,13.13,31.34,4.02,9.02,30.84,2.87,1.02,73.74,71.35,88.67,8.23,10.64,43.62,4.99,7.89,38.72,0.94,1.0,48.56,18.88,87.36,14.57,19.81,42.39,6.39,9.31,40.7,0.0,0.0,-,0.0,100.0,23.59,92.82,1.164,19515
"2021-10-14 - PIT 4, FLA 5",PIT,Limited ReportFull Report,35.35,45.71,44.74,50.54,32.65,35.55,47.88,23.65,28.53,45.32,2.13,3.81,35.91,2.27,2.07,52.29,21.01,25.12,45.54,9.56,9.48,50.2,6.44,6.61,49.35,2.14,2.85,42.90,33.24,56.90,11.5,15.77,42.17,5.09,11.77,30.19,0.0,1.03,0.00,0.00,91.27,23.9,16.24,59.54,11.28,9.01,55.6,0.0,0.0,-,0.0,100.0,9.02,86.66,0.957,14308
"2021-10-14 - PIT 4, FLA 5",FLA,Limited ReportFull Report,35.35,44.74,45.71,49.46,35.55,32.65,52.12,28.53,23.65,54.68,3.81,2.13,64.09,2.07,2.27,47.71,25.12,21.01,54.46,9.48,9.56,49.8,6.61,6.44,50.65,2.85,2.14,57.10,43.10,66.76,15.77,11.5,57.83,11.77,5.09,69.81,1.03,0.0,100.00,8.73,100.00,16.24,23.9,40.46,9.01,11.28,44.4,0.0,0.0,-,0.0,100.0,13.34,90.98,1.043,14308
"2021-10-14 - DAL 3, NYR 2",DAL,Limited ReportFull Report,48.816666666667,40.76,53.27,43.35,29.16,36.51,44.41,19.79,24.31,44.88,1.06,1.87,36.04,1.62,2.25,41.83,22.3,24.08,48.08,11.77,7.19,62.07,6.38,7.23,46.87,1.06,0.92,53.56,16.58,87.31,10.68,16.89,38.73,4.2,6.69,38.58,0.0,1.03,0.00,0.00,84.63,15.44,22.71,40.48,8.2,9.29,46.89,0.0,0.0,-,0.0,100.0,5.34,92.29,0.976,17173
"2021-10-14 - DAL 3, NYR 2",NYR,Limited ReportFull Report,48.816666666667,53.27,40.76,56.65,36.51,29.16,55.59,24.31,19.79,55.12,1.87,1.06,63.96,2.25,1.62,58.17,24.08,22.3,51.92,7.19,11.77,37.93,7.23,6.38,53.13,0.92,1.06,46.44,12.69,83.42,16.89,10.68,61.27,6.69,4.2,61.42,1.03,0.0,100.00,15.37,100.00,22.71,15.44,59.52,9.29,8.2,53.11,0.0,0.0,-,0.0,100.0,7.71,94.66,1.024,17173
"2021-10-14 - NYI 3, CAR 6",NYI,Limited ReportFull Report,45.95,40.37,60.6,39.98,31.01,42.87,41.97,22.35,30.46,42.32,3.08,3.8,44.79,2.96,2.6,53.28,24.0,32.5,42.48,16.13,11.68,58.0,9.94,9.79,50.38,3.1,1.91,61.94,31.22,80.52,7.91,21.05,27.31,2.01,7.9,20.24,0.0,1.9,0.00,0.00,76.01,15.19,23.37,39.39,10.37,12.8,44.77,0.0,0.0,-,0.0,100.0,13.79,87.52,1.013,18680
"2021-10-14 - NYI 3, CAR 6",CAR,Limited ReportFull Report,45.95,60.6,40.37,60.02,42.87,31.01,58.03,30.46,22.35,57.68,3.8,3.08,55.21,2.6,2.96,46.72,32.5,24.0,57.52,11.68,16.13,42.0,9.79,9.94,49.62,1.91,3.1,38.06,19.48,68.78,21.05,7.91,72.69,7.9,2.01,79.76,1.9,0.0,100.00,23.99,100.00,23.37,15.19,60.61,12.8,10.37,55.23,0.0,0.0,-,0.0,100.0,12.48,86.21,0.987,18680
"2021-10-14 - ARI 2, CBJ 8",ARI,Limited ReportFull Report,47.583333333333,56.46,39.15,59.05,43.26,30.93,58.31,28.61,23.47,54.93,1.0,4.92,16.96,2.66,1.43,64.96,36.2,18.65,65.99,13.68,3.0,82.0,11.55,3.04,79.14,0.0,0.94,0.00,0.00,69.07,22.0,16.09,57.75,8.71,7.23,54.66,0.0,1.0,0.00,0.00,86.13,21.15,17.58,54.61,7.77,12.33,38.65,0.94,3.19,22.74,12.09,74.14,3.51,79.05,0.826,17813
"2021-10-14 - ARI 2, CBJ 8",CBJ,Limited ReportFull Report,47.583333333333,39.15,56.46,40.95,30.93,43.26,41.69,23.47,28.61,45.07,4.92,1.0,83.04,1.43,2.66,35.04,18.65,36.2,34.01,3.0,13.68,18.0,3.04,11.55,20.86,0.94,0.0,100.00,30.93,100.00,16.09,22.0,42.25,7.23,8.71,45.34,1.0,0.0,100.00,13.87,100.00,17.58,21.15,45.39,12.33,7.77,61.35,3.19,0.94,77.26,25.86,87.91,20.95,96.49,1.174,17813
"2021-10-14 - SEA 4, NSH 3",SEA,Limited ReportFull Report,51.1,34.68,34.71,49.98,25.04,24.86,50.18,21.86,19.44,52.93,1.06,1.89,35.80,1.11,1.64,40.49,16.07,19.08,45.73,5.53,6.2,47.14,5.51,6.23,46.93,1.06,1.87,36.14,19.22,69.97,10.56,12.71,45.39,5.13,6.57,43.88,0.0,0.0,-,0.00,100.00,14.22,12.2,53.82,10.12,4.85,67.61,0.0,0.0,-,0.0,100.0,4.83,90.25,0.951,17159
"2021-10-14 - SEA 4, NSH 3",NSH,Limited ReportFull Report,51.1,34.71,34.68,50.02,24.86,25.04,49.82,19.44,21.86,47.07,1.89,1.06,64.20,1.64,1.11,59.51,19.08,16.07,54.27,6.2,5.53,52.86,6.23,5.51,53.07,1.87,1.06,63.86,30.03,80.78,12.71,10.56,54.61,6.57,5.13,56.12,0.0,0.0,-,0.00,100.00,12.2,14.22,46.18,4.85,10.12,32.39,0.0,0.0,-,0.0,100.0,9.75,95.17,1.049,17159
"2021-10-14 - VGK 2, LA 6",VGK,Limited ReportFull Report,56.45,39.35,79.81,33.02,29.27,59.92,32.81,23.74,43.97,35.07,2.06,3.89,34.61,1.9,3.45,35.48,25.92,32.9,44.07,9.23,14.44,39.0,6.2,12.5,33.17,1.02,2.89,26.16,16.49,76.91,16.4,18.62,46.83,9.01,7.19,55.61,1.05,0.98,51.85,11.67,86.42,14.27,36.76,27.96,8.55,22.35,27.67,0.0,0.0,-,0.0,100.0,8.68,91.14,0.998,16589
"2021-10-14 - VGK 2, LA 6",LA,Limited ReportFull Report,56.45,79.81,39.35,66.98,59.92,29.27,67.19,43.97,23.74,64.93,3.89,2.06,65.39,3.45,1.9,64.52,32.9,25.92,55.93,14.44,9.23,61.0,12.5,6.2,66.83,2.89,1.02,73.84,23.09,83.51,18.62,16.4,53.17,7.19,9.01,44.39,0.98,1.05,48.15,13.58,88.33,36.76,14.27,72.04,22.35,8.55,72.33,0.0,0.0,-,0.0,100.0,8.86,91.32,1.002,16589
"2021-10-15 - CHI 3, NJ 4",CHI,Limited ReportFull Report,46.133333333333,32.21,46.39,40.98,23.73,38.74,37.98,16.84,24.44,40.79,0.0,2.88,0.00,1.36,2.48,35.5,20.27,28.82,41.29,8.26,11.9,40.97,7.11,8.07,46.83,0.0,1.93,0.00,0.00,76.08,11.9,17.09,41.04,2.03,8.85,18.68,0.0,0.95,0.00,0.00,89.28,12.48,16.68,42.81,7.69,7.32,51.24,0.0,0.0,-,0.0,100.0,0.0,88.24,0.882,16514
"2021-10-15 - CHI 3, NJ 4",NJ,Limited ReportFull Report,46.133333333333,46.39,32.21,59.02,38.74,23.73,62.02,24.44,16.84,59.21,2.88,0.0,100.00,2.48,1.36,64.5,28.82,20.27,58.71,11.9,8.26,59.03,8.07,7.11,53.17,1.93,0.0,100.00,23.92,100.00,17.09,11.9,58.96,8.85,2.03,81.32,0.95,0.0,100.00,10.72,100.00,16.68,12.48,57.19,7.32,7.69,48.76,0.0,0.0,-,0.0,100.0,11.76,100.0,1.118,16514
"2021-10-15 - VAN 5, PHI 4",VAN,Limited ReportFull Report,46.166666666667,48.39,42.46,53.27,33.18,31.33,51.43,28.85,19.93,59.14,2.09,1.89,52.42,1.68,1.68,49.94,24.83,16.9,59.5,6.52,5.73,53.2,4.23,3.89,52.05,1.08,0.93,53.80,25.59,76.14,18.46,11.07,62.51,7.44,4.68,61.41,1.06,0.0,100.00,14.22,100.00,19.2,23.86,44.6,14.1,10.48,57.36,0.0,0.95,0.00,0.0,90.97,7.24,90.49,0.977,19338
"2021-10-15 - VAN 5, PHI 4",PHI,Limited ReportFull Report,46.166666666667,42.46,48.39,46.73,31.33,33.18,48.57,19.93,28.85,40.86,1.89,2.09,47.58,1.68,1.68,50.06,16.9,24.83,40.5,5.73,6.52,46.8,3.89,4.23,47.95,0.93,1.08,46.20,23.86,74.41,11.07,18.46,37.49,4.68,7.44,38.59,0.0,1.06,0.00,0.00,85.78,23.86,19.2,55.4,10.48,14.1,42.64,0.95,0.0,100.00,9.03,100.0,9.51,92.76,1.023,19338
"2021-10-15 - MIN 2, ANA 1",MIN,Limited ReportFull Report,42.816666666667,60.65,34.56,63.7,47.57,24.67,65.85,32.33,15.87,67.08,1.06,0.0,100.00,2.82,0.96,74.66,26.89,13.43,66.69,10.4,3.86,72.92,7.13,3.91,64.58,1.06,0.0,100.00,14.85,100.00,16.38,9.66,62.91,9.21,3.89,70.32,0.0,0.0,-,0.00,100.00,30.01,18.99,61.24,14.94,6.1,71.01,0.0,0.0,-,0.0,100.0,3.27,100.0,1.033,11938
"2021-10-15 - MIN 2, ANA 1",ANA,Limited ReportFull Report,42.816666666667,34.56,60.65,36.3,24.67,47.57,34.15,15.87,32.33,32.92,0.0,1.06,0.00,0.96,2.82,25.34,13.43,26.89,33.31,3.86,10.4,27.08,3.91,7.13,35.42,0.0,1.06,0.00,0.00,85.15,9.66,16.38,37.09,3.89,9.21,29.68,0.0,0.0,-,0.00,100.00,18.99,30.01,38.76,6.1,14.94,28.99,0.0,0.0,-,0.0,100.0,0.0,96.73,0.967,11938
"2021-10-16 - DAL 1, BOS 3",DAL,Limited ReportFull Report,41.65,24.97,43.27,36.59,22.1,36.82,37.51,16.07,31.92,33.49,1.01,0.94,51.74,1.4,1.4,50.07,13.36,16.65,44.52,3.13,2.93,51.68,3.1,2.96,51.12,0.0,0.94,0.00,0.00,68.23,10.11,13.92,42.07,7.12,9.79,42.12,1.06,0.0,100.00,14.85,100.00,10.82,26.36,29.1,4.89,19.46,20.07,0.0,0.0,-,0.0,100.0,6.29,97.04,1.033,17850
"2021-10-16 - DAL 1, BOS 3",BOS,Limited ReportFull Report,41.65,43.27,24.97,63.41,36.82,22.1,62.49,31.92,16.07,66.51,0.94,1.01,48.26,1.4,1.4,49.93,16.65,13.36,55.48,2.93,3.13,48.32,2.96,3.1,48.88,0.94,0.0,100.00,31.77,100.00,13.92,10.11,57.93,9.79,7.12,57.88,0.0,1.06,0.00,0.00,85.15,26.36,10.82,70.9,19.46,4.89,79.93,0.0,0.0,-,0.0,100.0,2.96,93.71,0.967,17850
"2021-10-16 - ARI 1, BUF 2",ARI,Limited ReportFull Report,52.116666666667,29.02,42.25,40.72,22.84,33.54,40.51,15.55,26.96,36.58,1.06,0.0,100.00,0.9,1.47,37.83,11.59,21.77,34.74,7.51,10.18,42.45,6.38,7.45,46.15,1.06,0.0,100.00,16.58,100.00,4.14,11.59,26.31,1.03,5.83,15.0,0.0,0.0,-,0.00,100.00,16.47,20.24,44.86,8.2,13.63,37.55,0.0,0.0,-,0.0,100.0,6.79,100.0,1.068,7872
"2021-10-16 - ARI 1, BUF 2",BUF,Limited ReportFull Report,52.116666666667,42.25,29.02,59.28,33.54,22.84,59.49,26.96,15.55,63.42,0.0,1.06,0.00,1.47,0.9,62.17,21.77,11.59,65.26,10.18,7.51,57.55,7.45,6.38,53.85,0.0,1.06,0.00,0.00,83.42,11.59,4.14,73.69,5.83,1.03,85.0,0.0,0.0,-,0.00,100.00,20.24,16.47,55.14,13.63,8.2,62.45,0.0,0.0,-,0.0,100.0,0.0,93.21,0.932,7872
"2021-10-16 - OTT 1, TOR 3",OTT,Limited ReportFull Report,49.766666666667,36.13,54.54,39.85,28.21,36.76,43.42,16.86,20.85,44.71,0.0,2.92,0.00,1.25,1.67,42.87,17.45,25.59,40.55,7.92,7.97,49.84,4.87,2.98,62.05,0.0,0.94,0.00,0.00,68.41,9.35,18.07,34.09,5.85,6.07,49.07,0.0,1.88,0.00,0.00,68.96,14.82,26.97,35.46,4.45,10.9,28.99,0.0,0.0,-,0.0,100.0,0.0,85.99,0.86,18211
"2021-10-16 - OTT 1, TOR 3",TOR,Limited ReportFull Report,49.766666666667,54.54,36.13,60.15,36.76,28.21,56.58,20.85,16.86,55.29,2.92,0.0,100.00,1.67,1.25,57.13,25.59,17.45,59.45,7.97,7.92,50.16,2.98,4.87,37.95,0.94,0.0,100.00,31.59,100.00,18.07,9.35,65.91,6.07,5.85,50.93,1.88,0.0,100.00,31.04,100.00,26.97,14.82,64.54,10.9,4.45,71.01,0.0,0.0,-,0.0,100.0,14.01,100.0,1.14,18211
"2021-10-16 - NYR 3, MTL 1",NYR,Limited ReportFull Report,45.1,36.26,37.55,49.13,26.47,24.99,51.44,18.96,20.54,47.99,1.06,0.92,53.35,1.15,1.83,38.6,18.22,18.3,49.9,3.2,8.1,28.29,2.11,6.38,24.82,1.06,0.92,53.56,50.21,85.62,15.07,10.03,60.03,10.46,2.83,78.71,0.0,0.0,-,0.00,100.00,13.73,16.47,45.46,3.13,10.24,23.41,0.0,0.0,-,0.0,100.0,5.57,95.5,1.011,21105
"2021-10-16 - NYR 3, MTL 1",MTL,Limited ReportFull Report,45.1,37.55,36.26,50.87,24.99,26.47,48.56,20.54,18.96,52.01,0.92,1.06,46.65,1.83,1.15,61.4,18.3,18.22,50.1,8.1,3.2,71.71,6.38,2.11,75.18,0.92,1.06,46.44,14.38,49.79,10.03,15.07,39.97,2.83,10.46,21.29,0.0,0.0,-,0.00,100.00,16.47,13.73,54.54,10.24,3.13,76.59,0.0,0.0,-,0.0,100.0,4.5,94.43,0.989,21105
"2021-10-16 - VAN 1, DET 3",VAN,Limited ReportFull Report,42.866666666667,46.58,27.91,62.53,34.35,18.43,65.08,24.51,16.37,59.95,1.01,0.94,51.74,1.72,1.51,53.17,19.18,14.01,57.78,5.14,5.92,46.47,3.1,5.99,34.1,0.0,0.94,0.00,0.00,84.28,13.84,8.19,62.84,8.07,2.99,72.97,0.0,0.0,-,0.00,100.00,24.89,9.32,72.76,12.18,6.28,65.99,0.94,0.0,100.00,7.7,100.0,4.13,94.24,0.984,16274
"2021-10-16 - VAN 1, DET 3",DET,Limited ReportFull Report,42.866666666667,27.91,46.58,37.47,18.43,34.35,34.92,16.37,24.51,40.05,0.94,1.01,48.26,1.51,1.72,46.83,14.01,19.18,42.22,5.92,5.14,53.53,5.99,3.1,65.9,0.94,0.0,100.00,15.72,100.00,8.19,13.84,37.16,2.99,8.07,27.03,0.0,0.0,-,0.00,100.00,9.32,24.89,27.24,6.28,12.18,34.01,0.0,0.94,0.00,0.0,92.3,5.76,95.87,1.016,16274
"2021-10-16 - NYI 1, FLA 5",NYI,Limited ReportFull Report,49.683333333333,36.97,66.89,35.6,27.9,43.57,39.04,19.16,28.62,40.1,0.0,4.9,0.00,1.36,2.19,38.25,15.73,27.77,36.16,3.13,8.07,27.97,3.1,7.13,30.3,0.0,3.87,0.00,0.00,45.67,12.22,20.1,37.82,8.71,10.23,45.97,0.0,0.98,0.00,0.00,90.45,20.83,33.92,38.05,6.54,11.26,36.76,0.0,0.0,-,0.0,100.0,0.0,82.88,0.829,12936
"2021-10-16 - NYI 1, FLA 5",FLA,Limited ReportFull Report,49.683333333333,66.89,36.97,64.4,43.57,27.9,60.96,28.62,19.16,59.9,4.9,0.0,100.00,2.19,1.36,61.75,27.77,15.73,63.84,8.07,3.13,72.03,7.13,3.1,69.7,3.87,0.0,100.00,54.33,100.00,20.1,12.22,62.18,10.23,8.71,54.03,0.98,0.0,100.00,9.55,100.00,33.92,20.83,61.95,11.26,6.54,63.24,0.0,0.0,-,0.0,100.0,17.12,100.0,1.171,12936
"2021-10-16 - CHI 2, PIT 5",CHI,Limited ReportFull Report,52.233333333333,26.38,40.77,39.28,15.34,31.24,32.94,10.89,23.63,31.55,1.0,3.91,20.42,0.77,1.51,33.8,13.12,19.8,39.85,3.87,7.06,35.37,3.8,7.16,34.7,1.02,1.93,34.61,26.87,73.02,8.96,13.03,40.75,1.88,4.21,30.86,0.0,1.98,0.00,0.00,52.96,12.93,18.06,41.72,5.08,10.25,33.13,0.0,0.0,-,0.0,100.0,9.22,83.44,0.927,18420
"2021-10-16 - CHI 2, PIT 5",PIT,Limited ReportFull Report,52.233333333333,40.77,26.38,60.72,31.24,15.34,67.06,23.63,10.89,68.45,3.91,1.0,79.58,1.51,0.77,66.2,19.8,13.12,60.15,7.06,3.87,64.63,7.16,3.8,65.3,1.93,1.02,65.39,26.98,73.13,13.03,8.96,59.25,4.21,1.88,69.14,1.98,0.0,100.00,47.04,100.00,18.06,12.93,58.28,10.25,5.08,66.87,0.0,0.0,-,0.0,100.0,16.56,90.78,1.073,18420
