Game,Team,Unnamed: 2,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO,Attendance
"2021-11-22 - CAR 1, SJ 2",CAR,Limited ReportFull Report,55.316666666667,55.3,42.24,56.69,32.03,32.11,49.94,21.14,22.75,48.17,1.06,0.92,53.35,1.17,1.96,37.34,23.41,23.22,50.2,2.23,11.06,16.8,1.11,8.4,11.71,0.0,0.0,-,0.00,100.00,21.02,11.97,63.73,6.17,4.68,56.85,1.05,0.96,52.27,17.05,79.49,36.25,27.29,57.04,12.87,8.61,59.9,0.0,0.0,-,0.0,100.0,5.0,95.94,1.009,10970
"2021-11-22 - CAR 1, SJ 2",SJ,Limited ReportFull Report,55.316666666667,42.24,55.3,43.31,32.11,32.03,50.06,22.75,21.14,51.83,0.92,1.06,46.65,1.96,1.17,62.66,23.22,23.41,49.8,11.06,2.23,83.2,8.4,1.11,88.29,0.0,0.0,-,0.00,100.00,11.97,21.02,36.27,4.68,6.17,43.15,0.96,1.05,47.73,20.51,82.95,27.29,36.25,42.96,8.61,12.87,40.1,0.0,0.0,-,0.0,100.0,4.06,95.0,0.991,10970
"2021-11-23 - PHI 0, TB 4",PHI,Limited ReportFull Report,53.616666666667,44.23,66.23,40.04,35.55,56.67,38.55,28.15,35.37,44.32,0.0,2.93,0.00,1.92,2.89,39.85,22.36,32.9,40.46,12.81,13.12,49.4,10.69,10.33,50.84,0.0,0.99,0.00,0.00,90.42,9.58,20.05,32.33,5.89,6.17,48.83,0.0,0.0,-,0.00,100.00,27.18,41.09,39.81,9.7,18.08,34.91,0.0,2.01,0.00,0.0,88.9,0.0,91.72,0.917,19092
"2021-11-23 - PHI 0, TB 4",TB,Limited ReportFull Report,53.616666666667,66.23,44.23,59.96,56.67,35.55,61.45,35.37,28.15,55.68,2.93,0.0,100.00,2.89,1.92,60.15,32.9,22.36,59.54,13.12,12.81,50.6,10.33,10.69,49.16,0.99,0.0,100.00,9.58,100.00,20.05,9.58,67.67,6.17,5.89,51.17,0.0,0.0,-,0.00,100.00,41.09,27.18,60.19,18.08,9.7,65.09,2.01,0.0,100.00,11.1,100.0,8.28,100.0,1.083,19092
"2021-11-23 - EDM 1, DAL 4",EDM,Limited ReportFull Report,51.25,44.89,50.86,46.88,27.48,31.95,46.24,18.04,24.46,42.45,1.0,1.97,33.75,1.26,1.35,48.19,13.67,20.62,39.86,2.05,9.07,18.46,1.05,6.1,14.74,0.0,1.93,0.00,0.00,68.37,11.23,11.72,48.92,7.69,3.05,71.61,1.0,0.0,100.00,12.97,100.00,26.13,22.95,53.24,9.21,11.25,45.03,0.0,0.0,-,0.0,100.0,5.57,91.94,0.975,18532
"2021-11-23 - EDM 1, DAL 4",DAL,Limited ReportFull Report,51.25,50.86,44.89,53.12,31.95,27.48,53.76,24.46,18.04,57.55,1.97,1.0,66.25,1.35,1.26,51.81,20.62,13.67,60.14,9.07,2.05,81.54,6.1,1.05,85.26,1.93,0.0,100.00,31.63,100.00,11.72,11.23,51.08,3.05,7.69,28.39,0.0,1.0,0.00,0.00,87.03,22.95,26.13,46.76,11.25,9.21,54.97,0.0,0.0,-,0.0,100.0,8.06,94.43,1.025,18532
"2021-11-23 - CHI 2, CGY 5",CHI,Limited ReportFull Report,56.65,39.24,60.71,39.26,27.26,48.43,36.02,21.09,35.87,37.02,2.02,2.83,41.68,1.34,2.57,34.21,18.61,32.94,36.1,6.27,10.59,37.17,5.14,9.77,34.48,0.0,0.0,-,0.00,100.00,12.24,22.56,35.17,8.18,8.79,48.19,2.12,0.95,69.06,25.88,89.22,17.99,25.19,41.66,6.83,17.39,28.19,0.0,1.89,0.00,0.0,89.12,9.59,92.11,1.017,15464
"2021-11-23 - CHI 2, CGY 5",CGY,Limited ReportFull Report,56.65,60.71,39.24,60.74,48.43,27.26,63.98,35.87,21.09,62.98,2.83,2.02,58.32,2.57,1.34,65.79,32.94,18.61,63.9,10.59,6.27,62.83,9.77,5.14,65.52,0.0,0.0,-,0.00,100.00,22.56,12.24,64.83,8.79,8.18,51.81,0.95,2.12,30.94,10.78,74.12,25.19,17.99,58.34,17.39,6.83,71.81,1.89,0.0,100.00,10.88,100.0,7.89,90.41,0.983,15464
"2021-11-24 - BOS 5, BUF 1",BOS,Limited ReportFull Report,51.516666666667,57.51,38.6,59.84,48.85,30.74,61.38,40.7,20.18,66.86,3.12,0.94,76.76,2.42,1.29,65.25,24.96,16.47,60.25,10.25,7.51,57.71,6.72,3.26,67.34,1.01,0.0,100.00,15.03,100.00,14.93,8.82,62.86,12.09,5.55,68.53,0.97,0.95,50.63,8.04,82.93,28.91,19.85,59.3,20.71,10.39,66.59,1.05,0.0,100.00,5.09,100.0,7.66,95.32,1.03,9416
"2021-11-24 - BOS 5, BUF 1",BUF,Limited ReportFull Report,51.516666666667,38.6,57.51,40.16,30.74,48.85,38.62,20.18,40.7,33.14,0.94,3.12,23.24,1.29,2.42,34.75,16.47,24.96,39.75,7.51,10.25,42.29,3.26,6.72,32.66,0.0,1.01,0.00,0.00,84.97,8.82,14.93,37.14,5.55,12.09,31.47,0.95,0.97,49.37,17.07,91.96,19.85,28.91,40.7,10.39,20.71,33.41,0.0,1.05,0.00,0.0,94.91,4.68,92.34,0.97,9416
"2021-11-24 - STL 2, DET 4",STL,Limited ReportFull Report,53.0,52.58,40.53,56.47,40.14,27.44,59.4,30.16,19.5,60.73,1.01,2.81,26.46,2.68,1.97,57.66,28.84,25.0,53.57,13.51,13.35,50.31,11.34,5.68,66.62,0.0,0.94,0.00,0.00,83.42,15.28,11.62,56.8,9.24,5.79,61.5,0.0,1.91,0.00,0.00,67.01,21.28,11.98,63.97,8.67,8.07,51.78,0.94,0.0,100.00,10.82,100.0,3.35,85.58,0.889,18591
"2021-11-24 - STL 2, DET 4",DET,Limited ReportFull Report,53.0,40.53,52.58,43.53,27.44,40.14,40.6,19.5,30.16,39.27,2.81,1.01,73.54,1.97,2.68,42.34,25.0,28.84,46.43,13.35,13.51,49.69,5.68,11.34,33.38,0.94,0.0,100.00,16.58,100.00,11.62,15.28,43.2,5.79,9.24,38.5,1.91,0.0,100.00,32.99,100.00,11.98,21.28,36.03,8.07,8.67,48.22,0.0,0.94,0.00,0.0,89.18,14.42,96.65,1.111,18591
"2021-11-24 - PHI 1, FLA 2",PHI,Limited ReportFull Report,51.366666666667,34.36,58.71,36.92,29.97,40.91,42.28,26.67,30.98,46.26,1.06,0.0,100.00,1.64,2.72,37.58,19.32,40.28,32.42,10.86,15.42,41.32,9.72,11.94,44.88,1.06,0.0,100.00,10.89,100.00,8.61,24.48,26.02,5.27,7.6,40.96,0.0,0.0,-,0.00,100.00,9.64,14.69,39.61,8.55,8.35,50.58,0.0,0.0,-,0.0,100.0,3.96,100.0,1.04,15545
"2021-11-24 - PHI 1, FLA 2",FLA,Limited ReportFull Report,51.366666666667,58.71,34.36,63.08,40.91,29.97,57.72,30.98,26.67,53.74,0.0,1.06,0.00,2.72,1.64,62.42,40.28,19.32,67.58,15.42,10.86,58.68,11.94,9.72,55.12,0.0,1.06,0.00,0.00,89.11,24.48,8.61,73.98,7.6,5.27,59.04,0.0,0.0,-,0.00,100.00,14.69,9.64,60.39,8.35,8.55,49.42,0.0,0.0,-,0.0,100.0,0.0,96.04,0.96,15545
"2021-11-24 - MIN 3, NJ 2",MIN,Limited ReportFull Report,47.316666666667,36.89,49.54,42.68,27.52,36.33,43.1,21.91,24.9,46.8,1.06,0.95,52.62,1.24,1.98,38.6,14.27,21.78,39.58,7.8,7.23,51.88,6.66,5.44,55.02,1.06,0.0,100.00,15.90,100.00,6.58,14.32,31.47,3.2,7.56,29.71,0.0,1.03,0.00,0.00,86.41,22.25,29.77,42.77,8.87,10.9,44.88,0.0,0.0,-,0.0,100.0,4.82,96.18,1.01,14763
"2021-11-24 - MIN 3, NJ 2",NJ,Limited ReportFull Report,47.316666666667,49.54,36.89,57.32,36.33,27.52,56.9,24.9,21.91,53.2,0.95,1.06,47.38,1.98,1.24,61.4,21.78,14.27,60.42,7.23,7.8,48.12,5.44,6.66,44.98,0.0,1.06,0.00,0.00,84.10,14.32,6.58,68.53,7.56,3.2,70.29,1.03,0.0,100.00,13.59,100.00,29.77,22.25,57.23,10.9,8.87,55.12,0.0,0.0,-,0.0,100.0,3.82,95.18,0.99,14763
"2021-11-24 - NYR 4, NYI 1",NYR,Limited ReportFull Report,42.083333333333,28.97,24.57,54.11,23.19,13.85,62.61,14.2,11.01,56.33,3.2,0.95,77.09,1.59,0.75,67.89,16.5,17.39,48.69,8.93,4.5,66.46,7.79,4.53,63.21,3.23,0.93,77.69,41.53,79.50,7.64,12.82,37.33,3.15,2.82,52.78,0.0,0.0,-,0.00,100.00,10.11,6.19,62.02,2.25,3.54,38.9,0.0,0.0,-,0.0,100.0,22.55,91.36,1.139,17255
"2021-11-24 - NYR 4, NYI 1",NYI,Limited ReportFull Report,42.083333333333,24.57,28.97,45.89,13.85,23.19,37.39,11.01,14.2,43.67,0.95,3.2,22.91,0.75,1.59,32.11,17.39,16.5,51.31,4.5,8.93,33.54,4.53,7.79,36.79,0.93,3.23,22.31,20.50,58.47,12.82,7.64,62.67,2.82,3.15,47.22,0.0,0.0,-,0.00,100.00,6.19,10.11,37.98,3.54,2.25,61.1,0.0,0.0,-,0.0,100.0,8.64,77.45,0.861,17255
"2021-11-24 - VAN 1, PIT 4",VAN,Limited ReportFull Report,47.4,43.99,41.44,51.49,32.85,30.97,51.48,29.28,24.68,54.27,1.0,1.97,33.72,1.71,1.62,51.4,14.53,20.17,41.87,5.0,10.89,31.46,4.93,9.98,33.05,1.02,0.96,51.46,20.74,90.34,9.32,9.27,50.12,7.8,4.09,65.6,0.0,0.94,0.00,0.00,76.97,24.95,18.62,57.26,14.22,9.46,60.03,0.0,0.0,-,0.0,100.0,3.43,92.0,0.954,17590
"2021-11-24 - VAN 1, PIT 4",PIT,Limited ReportFull Report,47.4,41.44,43.99,48.51,30.97,32.85,48.52,24.68,29.28,45.73,1.97,1.0,66.28,1.62,1.71,48.6,20.17,14.53,58.13,10.89,5.0,68.54,9.98,4.93,66.95,0.96,1.02,48.54,9.66,79.26,9.27,9.32,49.88,4.09,7.8,34.4,0.94,0.0,100.00,23.03,100.00,18.62,24.95,42.74,9.46,14.22,39.97,0.0,0.0,-,0.0,100.0,8.0,96.57,1.046,17590
"2021-11-24 - MTL 3, WSH 6",MTL,Limited ReportFull Report,52.733333333333,34.93,69.19,33.54,29.22,55.08,34.66,21.01,34.37,37.94,3.01,4.9,38.09,1.62,2.32,41.17,18.14,30.18,37.54,10.75,11.16,49.06,6.72,7.12,48.55,2.04,2.87,41.60,30.42,59.70,7.36,19.38,27.54,4.73,7.22,39.58,1.0,0.0,100.00,21.09,100.00,13.15,35.72,26.91,6.79,19.39,25.94,0.0,2.13,0.00,0.0,89.02,14.34,85.75,1.001,18573
"2021-11-24 - MTL 3, WSH 6",WSH,Limited ReportFull Report,52.733333333333,69.19,34.93,66.46,55.08,29.22,65.34,34.37,21.01,62.06,4.9,3.01,61.91,2.32,1.62,58.83,30.18,18.14,62.46,11.16,10.75,50.94,7.12,6.72,51.45,2.87,2.04,58.40,40.30,69.58,19.38,7.36,72.46,7.22,4.73,60.42,0.0,1.0,0.00,0.00,78.91,35.72,13.15,73.09,19.39,6.79,74.06,2.13,0.0,100.00,10.98,100.0,14.25,85.66,0.999,18573
"2021-11-24 - WPG 0, CBJ 3",WPG,Limited ReportFull Report,46.966666666667,50.28,36.05,58.24,39.06,32.62,54.49,28.22,23.31,54.77,0.0,0.94,0.00,1.71,1.65,50.82,22.02,17.91,55.14,6.06,5.8,51.13,4.01,4.86,45.24,0.0,0.94,0.00,0.00,80.61,15.69,12.32,56.02,11.03,8.95,55.19,0.0,0.0,-,0.00,100.00,27.76,17.65,61.13,13.12,9.38,58.3,0.0,0.0,-,0.0,100.0,0.0,95.95,0.96,15733
"2021-11-24 - WPG 0, CBJ 3",CBJ,Limited ReportFull Report,46.966666666667,36.05,50.28,41.76,32.62,39.06,45.51,23.31,28.22,45.23,0.94,0.0,100.00,1.65,1.71,49.18,17.91,22.02,44.86,5.8,6.06,48.87,4.86,4.01,54.76,0.94,0.0,100.00,19.39,100.00,12.32,15.69,43.98,8.95,11.03,44.81,0.0,0.0,-,0.00,100.00,17.65,27.76,38.87,9.38,13.12,41.7,0.0,0.0,-,0.0,100.0,4.05,100.0,1.04,15733
"2021-11-24 - VGK 5, NSH 2",VGK,Limited ReportFull Report,45.95,47.49,39.99,54.28,36.0,28.26,56.02,28.52,19.72,59.12,3.18,0.92,77.62,2.45,1.41,63.44,30.9,15.38,66.77,8.98,5.91,60.3,8.97,4.26,67.8,1.07,0.91,54.12,11.94,78.69,22.04,9.2,70.56,11.9,5.35,69.0,2.09,0.0,100.00,17.57,100.00,11.91,24.21,32.98,6.44,10.21,38.69,0.0,0.0,-,0.0,100.0,11.15,95.35,1.065,17174
"2021-11-24 - VGK 5, NSH 2",NSH,Limited ReportFull Report,45.95,39.99,47.49,45.72,28.26,36.0,43.98,19.72,28.52,40.88,0.92,3.18,22.38,1.41,2.45,36.56,15.38,30.9,33.23,5.91,8.98,39.7,4.26,8.97,32.2,0.91,1.07,45.88,21.31,88.06,9.2,22.04,29.44,5.35,11.9,31.0,0.0,2.09,0.00,0.00,82.43,24.21,11.91,67.02,10.21,6.44,61.31,0.0,0.0,-,0.0,100.0,4.65,88.85,0.935,17174
"2021-11-24 - ANA 2, COL 5",ANA,Limited ReportFull Report,43.95,33.7,42.84,44.03,25.89,29.17,47.03,16.25,23.16,41.23,0.0,3.85,0.00,1.15,1.76,39.57,9.73,17.56,35.65,8.05,8.75,47.93,2.98,3.89,43.37,0.0,0.94,0.00,0.00,75.80,1.79,8.72,17.06,1.88,6.0,23.84,0.0,1.94,0.00,0.00,67.60,21.18,16.35,56.43,10.06,12.31,44.99,0.0,0.89,0.00,0.0,92.77,0.0,83.37,0.834,16343
"2021-11-24 - ANA 2, COL 5",COL,Limited ReportFull Report,43.95,42.84,33.7,55.97,29.17,25.89,52.97,23.16,16.25,58.77,3.85,0.0,100.00,1.76,1.15,60.43,17.56,9.73,64.35,8.75,8.05,52.07,3.89,2.98,56.63,0.94,0.0,100.00,24.20,100.00,8.72,1.79,82.94,6.0,1.88,76.16,1.94,0.0,100.00,32.40,100.00,16.35,21.18,43.57,12.31,10.06,55.01,0.89,0.0,100.00,7.23,100.0,16.63,100.0,1.166,16343
"2021-11-24 - EDM 5, ARI 3",EDM,Limited ReportFull Report,49.766666666667,55.87,28.75,66.02,47.16,23.53,66.71,33.84,19.79,63.1,2.13,2.81,43.13,3.26,0.83,79.7,29.31,11.14,72.46,15.23,3.56,81.05,10.79,2.71,79.95,1.06,1.85,36.40,9.81,31.69,14.36,7.58,65.45,7.52,4.75,61.3,0.0,1.03,0.00,0.00,78.34,25.4,14.01,64.44,15.46,11.4,57.56,1.11,0.0,100.00,7.18,100.0,6.3,85.79,0.921,12845
"2021-11-24 - EDM 5, ARI 3",ARI,Limited ReportFull Report,49.766666666667,28.75,55.87,33.98,23.53,47.16,33.29,19.79,33.84,36.9,2.81,2.13,56.87,0.83,3.26,20.3,11.14,29.31,27.54,3.56,15.23,18.95,2.71,10.79,20.05,1.85,1.06,63.60,68.31,90.19,7.58,14.36,34.55,4.75,7.52,38.7,1.03,0.0,100.00,21.66,100.00,14.01,25.4,35.56,11.4,15.46,42.44,0.0,1.11,0.00,0.0,92.82,14.21,93.7,1.079,12845
"2021-11-24 - TOR 6, LA 2",TOR,Limited ReportFull Report,50.516666666667,62.71,43.48,59.05,43.66,34.9,55.58,32.2,22.74,58.61,5.32,0.0,100.00,3.26,2.43,57.28,39.27,20.88,65.29,22.55,7.69,74.57,16.9,7.68,68.77,5.36,0.0,100.00,31.73,100.00,17.05,12.91,56.91,3.18,5.45,36.84,0.0,0.0,-,0.00,100.00,23.07,23.49,49.55,10.2,9.41,52.01,0.0,0.0,-,0.0,100.0,16.53,100.0,1.165,15166
"2021-11-24 - TOR 6, LA 2",LA,Limited ReportFull Report,50.516666666667,43.48,62.71,40.95,34.9,43.66,44.42,22.74,32.2,41.39,0.0,5.32,0.00,2.43,3.26,42.72,20.88,39.27,34.71,7.69,22.55,25.43,7.68,16.9,31.23,0.0,5.36,0.00,0.00,68.27,12.91,17.05,43.09,5.45,3.18,63.16,0.0,0.0,-,0.00,100.00,23.49,23.07,50.45,9.41,10.2,47.99,0.0,0.0,-,0.0,100.0,0.0,83.47,0.835,15166
"2021-11-24 - OTT 3, SJ 6",OTT,Limited ReportFull Report,43.816666666667,49.64,40.36,55.15,31.46,30.04,51.15,21.28,20.91,50.43,2.07,2.83,42.21,1.71,1.73,49.62,23.75,21.35,52.65,6.2,6.74,47.93,5.14,3.85,57.2,1.01,0.0,100.00,19.64,100.00,17.38,14.77,54.05,6.12,8.79,41.04,1.05,2.84,27.00,17.19,67.66,30.26,25.91,53.87,10.04,8.34,54.62,0.0,0.0,-,0.0,100.0,9.72,86.46,0.962,10076
"2021-11-24 - OTT 3, SJ 6",SJ,Limited ReportFull Report,43.816666666667,40.36,49.64,44.85,30.04,31.46,48.85,20.91,21.28,49.57,2.83,2.07,57.79,1.73,1.71,50.38,21.35,23.75,47.35,6.74,6.2,52.07,3.85,5.14,42.8,0.0,1.01,0.00,0.00,80.36,14.77,17.38,45.95,8.79,6.12,58.96,2.84,1.05,73.00,32.34,82.81,25.91,30.26,46.13,8.34,10.04,45.38,0.0,0.0,-,0.0,100.0,13.54,90.28,1.038,10076
"2021-11-24 - CAR 1, SEA 2",CAR,Limited ReportFull Report,47.65,59.15,32.63,64.44,40.38,26.9,60.02,29.88,15.42,65.96,1.06,0.94,52.82,2.76,1.15,70.68,22.13,10.46,67.9,11.72,4.68,71.44,11.59,2.84,80.33,0.0,0.0,-,0.00,100.00,10.51,5.79,64.47,3.13,1.94,61.69,0.0,0.0,-,0.00,100.00,30.89,21.14,59.37,13.18,10.67,55.25,1.05,0.95,52.69,8.0,91.13,3.54,93.88,0.974,17151
"2021-11-24 - CAR 1, SEA 2",SEA,Limited ReportFull Report,47.65,32.63,59.15,35.56,26.9,40.38,39.98,15.42,29.88,34.04,0.94,1.06,47.18,1.15,2.76,29.32,10.46,22.13,32.1,4.68,11.72,28.56,2.84,11.59,19.67,0.0,0.0,-,0.00,100.00,5.79,10.51,35.53,1.94,3.13,38.31,0.0,0.0,-,0.00,100.00,21.14,30.89,40.63,10.67,13.18,44.75,0.95,1.05,47.31,8.87,92.0,6.12,96.46,1.026,17151
"2021-11-26 - NYR 5, BOS 2",NYR,Limited ReportFull Report,47.466666666667,31.24,48.61,39.12,29.33,33.81,46.45,26.23,27.3,48.99,4.16,1.89,68.77,1.87,1.45,56.38,16.57,21.79,43.19,8.33,5.73,59.24,7.19,3.85,65.14,2.07,0.94,68.72,28.77,75.52,8.24,16.08,33.89,5.13,7.6,40.32,2.1,0.95,68.87,40.85,87.52,13.89,24.72,35.97,12.82,15.15,45.82,0.0,0.0,-,0.0,100.0,15.84,93.09,1.089,17850
"2021-11-26 - NYR 5, BOS 2",BOS,Limited ReportFull Report,47.466666666667,48.61,31.24,60.88,33.81,29.33,53.55,27.3,26.23,51.01,1.89,4.16,31.23,1.45,1.87,43.62,21.79,16.57,56.81,5.73,8.33,40.76,3.85,7.19,34.86,0.94,2.07,31.28,24.48,71.23,16.08,8.24,66.11,7.6,5.13,59.68,0.95,2.1,31.13,12.48,59.15,24.72,13.89,64.03,15.15,12.82,54.18,0.0,0.0,-,0.0,100.0,6.91,84.16,0.911,17850
"2021-11-26 - MTL 1, BUF 4",MTL,Limited ReportFull Report,54.0,41.33,63.88,39.28,34.05,49.71,40.65,24.38,33.21,42.34,1.01,2.87,26.04,1.78,2.38,42.82,19.84,31.38,38.73,6.88,13.85,33.2,4.88,10.1,32.59,0.0,0.94,0.00,0.00,90.68,12.81,17.72,41.94,6.0,6.11,49.55,1.06,1.92,35.47,17.63,68.51,18.3,27.08,40.33,11.33,13.67,45.31,0.0,0.0,-,0.0,100.0,4.15,91.35,0.955,9958
"2021-11-26 - MTL 1, BUF 4",BUF,Limited ReportFull Report,54.0,63.88,41.33,60.72,49.71,34.05,59.35,33.21,24.38,57.66,2.87,1.01,73.96,2.38,1.78,57.18,31.38,19.84,61.27,13.85,6.88,66.8,10.1,4.88,67.41,0.94,0.0,100.00,9.32,100.00,17.72,12.81,58.06,6.11,6.0,50.45,1.92,1.06,64.53,31.49,82.37,27.08,18.3,59.67,13.67,11.33,54.69,0.0,0.0,-,0.0,100.0,8.65,95.85,1.045,9958
"2021-11-26 - SEA 0, TB 3",SEA,Limited ReportFull Report,52.916666666667,26.8,50.14,34.83,17.99,33.43,34.99,14.33,24.12,37.26,0.0,2.92,0.00,0.69,1.92,26.36,10.87,19.23,36.12,2.07,8.85,18.94,2.05,5.04,28.85,0.0,0.99,0.00,0.00,80.37,8.56,10.63,44.61,4.95,6.16,44.58,0.0,0.0,-,0.00,100.00,15.27,25.97,37.03,6.24,11.95,34.31,0.0,2.01,0.00,0.0,83.14,0.0,87.91,0.879,19092
"2021-11-26 - SEA 0, TB 3",TB,Limited ReportFull Report,52.916666666667,50.14,26.8,65.17,33.43,17.99,65.01,24.12,14.33,62.74,2.92,0.0,100.00,1.92,0.69,73.64,19.23,10.87,63.88,8.85,2.07,81.06,5.04,2.05,71.15,0.99,0.0,100.00,19.63,100.00,10.63,8.56,55.39,6.16,4.95,55.42,0.0,0.0,-,0.00,100.00,25.97,15.27,62.97,11.95,6.24,65.69,2.01,0.0,100.00,16.86,100.0,12.09,100.0,1.121,19092
"2021-11-26 - PIT 1, NYI 0",PIT,Limited ReportFull Report,51.833333333333,63.13,35.54,63.98,45.25,24.56,64.82,29.37,19.05,60.65,1.06,0.0,100.00,2.71,1.88,59.02,37.09,18.58,66.63,16.13,7.27,68.94,10.72,7.33,59.38,1.06,0.0,100.00,9.88,100.00,21.02,11.25,65.14,6.26,3.84,61.96,0.0,0.0,-,0.00,100.00,24.23,15.03,61.72,12.52,6.82,64.74,0.0,0.0,-,0.0,100.0,3.6,100.0,1.036,17255
"2021-11-26 - PIT 1, NYI 0",NYI,Limited ReportFull Report,51.833333333333,35.54,63.13,36.02,24.56,45.25,35.18,19.05,29.37,39.35,0.0,1.06,0.00,1.88,2.71,40.98,18.58,37.09,33.37,7.27,16.13,31.06,7.33,10.72,40.62,0.0,1.06,0.00,0.00,90.12,11.25,21.02,34.86,3.84,6.26,38.04,0.0,0.0,-,0.00,100.00,15.03,24.23,38.28,6.82,12.52,35.26,0.0,0.0,-,0.0,100.0,0.0,96.4,0.964,17255
"2021-11-26 - CAR 6, PHI 3",CAR,Limited ReportFull Report,46.0,60.63,34.24,63.91,43.72,26.73,62.06,34.48,16.6,67.51,6.22,1.89,76.71,2.31,1.55,59.83,32.0,18.09,63.88,8.55,6.18,58.03,7.32,2.78,72.48,3.15,0.94,76.99,43.06,66.12,23.54,11.77,66.66,10.55,4.75,68.97,2.03,0.95,68.17,19.25,80.02,24.53,14.55,62.77,15.43,7.21,68.14,0.94,0.0,100.00,6.08,100.0,18.03,88.63,1.067,18959
"2021-11-26 - CAR 6, PHI 3",PHI,Limited ReportFull Report,46.0,34.24,60.63,36.09,26.73,43.72,37.94,16.6,34.48,32.49,1.89,6.22,23.29,1.55,2.31,40.17,18.09,32.0,36.12,6.18,8.55,41.97,2.78,7.32,27.52,0.94,3.15,23.01,33.88,56.94,11.77,23.54,33.34,4.75,10.55,31.03,0.95,2.03,31.83,19.98,80.75,14.55,24.53,37.23,7.21,15.43,31.86,0.0,0.94,0.00,0.0,93.92,11.37,81.97,0.933,18959
"2021-11-26 - FLA 3, WSH 4",FLA,Limited ReportFull Report,46.25,37.25,44.36,45.64,29.72,33.12,47.29,17.81,24.15,42.45,3.09,1.98,60.94,1.54,1.82,45.9,18.14,21.65,45.59,6.14,4.86,55.82,3.1,2.96,51.12,1.06,0.99,51.68,34.15,66.60,11.79,17.05,40.89,7.04,8.9,44.18,2.05,0.0,100.00,29.06,100.00,14.74,20.14,42.25,5.72,11.3,33.61,0.0,1.06,0.00,0.0,90.6,17.33,91.81,1.091,18573
"2021-11-26 - FLA 3, WSH 4",WSH,Limited ReportFull Report,46.25,44.36,37.25,54.36,33.12,29.72,52.71,24.15,17.81,57.55,1.98,3.09,39.06,1.82,1.54,54.1,21.65,18.14,54.41,4.86,6.14,44.18,2.96,3.1,48.88,0.99,1.06,48.32,33.40,65.85,17.05,11.79,59.11,8.9,7.04,55.82,0.0,2.05,0.00,0.00,70.94,20.14,14.74,57.75,11.3,5.72,66.39,1.06,0.0,100.00,9.4,100.0,8.19,82.67,0.909,18573
"2021-11-26 - VAN 2, CBJ 4",VAN,Limited ReportFull Report,51.966666666667,62.87,39.39,61.48,45.24,28.04,61.73,35.16,19.1,64.81,2.02,1.89,51.74,2.16,1.34,61.73,26.73,14.64,64.6,7.33,2.87,71.89,5.14,1.89,73.11,1.01,0.94,51.76,19.64,50.24,19.19,11.93,61.66,9.15,5.91,60.79,1.06,0.95,52.74,11.56,83.95,32.54,22.45,59.18,18.81,10.41,64.38,0.0,0.0,-,0.0,100.0,5.75,90.12,0.959,16992
"2021-11-26 - VAN 2, CBJ 4",CBJ,Limited ReportFull Report,51.966666666667,39.39,62.87,38.52,28.04,45.24,38.27,19.1,35.16,35.19,1.89,2.02,48.26,1.34,2.16,38.27,14.64,26.73,35.4,2.87,7.33,28.11,1.89,5.14,26.89,0.94,1.01,48.24,49.76,80.36,11.93,19.19,38.34,5.91,9.15,39.21,0.95,1.06,47.26,16.05,88.44,22.45,32.54,40.82,10.41,18.81,35.62,0.0,0.0,-,0.0,100.0,9.88,94.25,1.041,16992
"2021-11-26 - STL 2, CHI 3",STL,Limited ReportFull Report,50.6,44.27,42.75,50.87,31.78,30.66,50.89,24.0,21.85,52.34,1.06,1.87,36.04,1.63,1.42,53.33,19.85,13.42,59.66,3.37,2.62,56.21,3.36,1.74,65.92,0.0,0.93,0.00,0.00,46.49,16.68,10.65,61.04,8.58,7.39,53.72,1.05,0.96,52.27,12.26,87.01,23.1,25.18,47.85,12.03,11.9,50.27,0.0,0.0,-,0.0,100.0,4.4,91.42,0.958,19681
"2021-11-26 - STL 2, CHI 3",CHI,Limited ReportFull Report,50.6,42.75,44.27,49.13,30.66,31.78,49.11,21.85,24.0,47.66,1.87,1.06,63.96,1.42,1.63,46.67,13.42,19.85,40.34,2.62,3.37,43.79,1.74,3.36,34.08,0.93,0.0,100.00,53.51,100.00,10.65,16.68,38.96,7.39,8.58,46.28,0.96,1.05,47.73,12.99,87.74,25.18,23.1,52.15,11.9,12.03,49.73,0.0,0.0,-,0.0,100.0,8.58,95.6,1.042,19681
"2021-11-26 - NJ 2, NSH 4",NJ,Limited ReportFull Report,51.483333333333,42.25,47.06,47.31,32.8,38.95,45.72,21.52,27.34,44.04,2.01,1.97,50.43,1.44,1.82,44.12,20.37,20.3,50.09,3.95,7.0,36.11,1.95,5.03,27.92,0.0,1.95,0.00,0.00,61.16,15.93,13.55,54.03,7.75,10.06,43.52,2.0,0.0,100.00,25.73,100.00,25.5,23.82,51.7,10.61,11.23,48.58,0.0,0.0,-,0.0,100.0,9.33,92.78,1.021,17159
