Game,Team,Unnamed: 2,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDSF,HDSA,HDSF%,HDGF,HDGA,HDGF%,HDSH%,HDSV%,MDCF,MDCA,MDCF%,MDSF,MDSA,MDSF%,MDGF,MDGA,MDGF%,MDSH%,MDSV%,LDCF,LDCA,LDCF%,LDSF,LDSA,LDSF%,LDGF,LDGA,LDGF%,LDSH%,LDSV%,SH%,SV%,PDO,Attendance
"2023-10-10 - NSH 3, TB 5",NSH,Limited ReportFull Report,41.3,36.88,43.09,46.12,23.4,34.45,40.45,18.39,22.39,45.09,2.07,0.94,68.67,2.63,1.42,64.90,19.67,17.87,52.4,9.54,4.86,66.26,7.49,3.97,65.35,2.07,0.0,100.00,27.62,100.00,10.05,13.19,43.26,5.09,2.99,62.99,0.0,0.0,-,0.00,100.00,16.6,33.19,33.34,5.9,15.7,27.31,0.0,0.95,0.00,0.0,93.97,11.25,95.79,1.07,19092
"2023-10-10 - NSH 3, TB 5",TB,Limited ReportFull Report,41.3,43.09,36.88,53.88,34.45,23.4,59.55,22.39,18.39,54.91,0.94,2.07,31.33,1.42,2.63,35.10,17.87,19.67,47.6,4.86,9.54,33.74,3.97,7.49,34.65,0.0,2.07,0.00,0.00,72.38,13.19,10.05,56.74,2.99,5.09,37.01,0.0,0.0,-,0.00,100.00,33.19,16.6,66.66,15.7,5.9,72.69,0.95,0.0,100.00,6.03,100.0,4.21,88.75,0.93,19092
"2023-10-10 - CHI 4, PIT 2",CHI,Limited ReportFull Report,45.5,52.25,56.05,48.25,40.93,45.53,47.34,28.23,34.59,44.94,3.08,1.93,61.47,2.93,2.55,53.46,27.11,20.73,56.68,9.13,9.85,48.1,5.93,9.02,39.68,1.04,0.94,52.38,17.46,89.56,17.75,10.97,61.81,10.08,6.93,59.27,2.11,0.0,100.00,20.93,100.00,25.82,35.19,42.32,11.3,14.59,43.64,0.0,1.06,0.00,0.0,92.72,10.92,94.41,1.053,18411
"2023-10-10 - CHI 4, PIT 2",PIT,Limited ReportFull Report,45.5,56.05,52.25,51.75,45.53,40.93,52.66,34.59,28.23,55.06,1.93,3.08,38.53,2.55,2.93,46.54,20.73,27.11,43.32,9.85,9.13,51.9,9.02,5.93,60.32,0.94,1.04,47.62,10.44,82.54,10.97,17.75,38.19,6.93,10.08,40.73,0.0,2.11,0.00,0.00,79.07,35.19,25.82,57.68,14.59,11.3,56.36,1.06,0.0,100.00,7.28,100.0,5.59,89.08,0.947,18411
"2023-10-10 - SEA 1, VGK 4",SEA,Limited ReportFull Report,40.816666666667,47.64,46.53,50.59,31.34,32.93,48.76,21.91,25.51,46.21,1.0,2.92,25.61,2.55,2.39,51.59,30.34,22.54,57.37,10.99,13.05,45.72,7.92,10.16,43.83,1.02,1.93,34.61,12.90,80.98,18.94,9.57,66.43,5.89,5.07,53.75,0.0,0.98,0.00,0.00,80.74,20.44,26.44,43.6,7.18,10.29,41.09,0.0,0.0,-,0.0,100.0,4.58,88.56,0.931,18724
"2023-10-10 - SEA 1, VGK 4",VGK,Limited ReportFull Report,40.816666666667,46.53,47.64,49.41,32.93,31.34,51.24,25.51,21.91,53.79,2.92,1.0,74.39,2.39,2.55,48.41,22.54,30.34,42.63,13.05,10.99,54.28,10.16,7.92,56.17,1.93,1.02,65.39,19.02,87.10,9.57,18.94,33.57,5.07,5.89,46.25,0.98,0.0,100.00,19.26,100.00,26.44,20.44,56.4,10.29,7.18,58.91,0.0,0.0,-,0.0,100.0,11.44,95.42,1.069,18724
"2023-10-11 - OTT 3, CAR 5",OTT,Limited ReportFull Report,40.6,36.68,58.84,38.4,30.43,47.1,39.25,18.89,32.91,36.47,2.07,2.88,41.83,1.92,2.57,42.77,19.13,27.49,41.04,7.42,9.29,44.41,3.28,7.4,30.73,1.06,0.99,51.68,32.26,86.62,11.82,18.24,39.33,7.35,8.79,45.53,1.06,0.0,100.00,14.40,100.00,18.8,33.85,35.7,7.07,16.71,29.72,0.0,1.89,0.00,0.0,88.68,10.95,91.26,1.022,18893
"2023-10-11 - OTT 3, CAR 5",CAR,Limited ReportFull Report,40.6,58.84,36.68,61.6,47.1,30.43,60.75,32.91,18.89,63.53,2.88,2.07,58.17,2.57,1.92,57.23,27.49,19.13,58.96,9.29,7.42,55.59,7.4,3.28,69.27,0.99,1.06,48.32,13.38,67.74,18.24,11.82,60.67,8.79,7.35,54.47,0.0,1.06,0.00,0.00,85.60,33.85,18.8,64.3,16.71,7.07,70.28,1.89,0.0,100.00,11.32,100.0,8.74,89.05,0.978,18893
"2023-10-11 - MTL 5, TOR 6",MTL,Limited ReportFull Report,47.383333333333,43.71,44.76,49.4,31.64,33.84,48.32,20.47,24.46,45.56,4.27,0.95,81.77,1.94,1.93,50.09,23.08,20.5,52.97,9.9,6.51,60.32,5.39,3.73,59.11,3.2,0.0,100.00,59.37,100.00,13.49,13.87,49.3,5.38,8.6,38.51,1.04,0.0,100.00,19.31,100.00,15.13,27.36,35.61,6.52,11.04,37.14,0.0,0.88,0.00,0.0,91.99,20.84,96.11,1.17,18948
"2023-10-11 - MTL 5, TOR 6",TOR,Limited ReportFull Report,47.383333333333,44.76,43.71,50.6,33.84,31.64,51.68,24.46,20.47,54.44,0.95,4.27,18.23,1.93,1.94,49.91,20.5,23.08,47.03,6.51,9.9,39.68,3.73,5.39,40.89,0.0,3.2,0.00,0.00,40.63,13.87,13.49,50.7,8.6,5.38,61.49,0.0,1.04,0.00,0.00,80.69,27.36,15.13,64.39,11.04,6.52,62.86,0.88,0.0,100.00,8.01,100.0,3.89,79.16,0.83,18948
"2023-10-11 - CHI 1, BOS 3",CHI,Limited ReportFull Report,47.066666666667,40.21,63.2,38.88,30.16,40.42,42.73,18.07,26.87,40.21,1.06,1.87,36.13,2.06,2.55,44.66,24.81,33.7,42.4,8.32,11.49,42.02,4.09,8.71,31.96,1.06,0.0,100.00,25.88,100.00,16.4,22.31,42.36,6.14,6.83,47.32,0.0,1.91,0.00,0.00,72.07,16.1,30.11,34.84,7.84,10.23,43.38,0.0,0.0,-,0.0,100.0,5.85,93.05,0.989,17850
"2023-10-11 - CHI 1, BOS 3",BOS,Limited ReportFull Report,47.066666666667,63.2,40.21,61.12,40.42,30.16,57.27,26.87,18.07,59.79,1.87,1.06,63.87,2.55,2.06,55.34,33.7,24.81,57.6,11.49,8.32,57.98,8.71,4.09,68.04,0.0,1.06,0.00,0.00,74.12,22.31,16.4,57.64,6.83,6.14,52.68,1.91,0.0,100.00,27.93,100.00,30.11,16.1,65.16,10.23,7.84,56.62,0.0,0.0,-,0.0,100.0,6.95,94.15,1.011,17850
"2023-10-11 - WPG 3, CGY 5",WPG,Limited ReportFull Report,44.5,56.77,30.19,65.28,35.41,17.96,66.35,22.51,13.01,63.37,3.03,1.89,61.65,3.28,0.69,82.65,34.64,9.67,78.17,16.42,4.74,77.61,11.15,3.85,74.36,1.01,0.94,51.76,9.06,75.52,18.1,4.94,78.54,4.01,1.97,67.08,2.12,0.0,100.00,52.75,100.00,25.78,25.74,50.04,6.55,5.2,55.75,0.0,0.95,0.00,0.0,81.81,13.48,85.5,0.99,17414
"2023-10-11 - WPG 3, CGY 5",CGY,Limited ReportFull Report,44.5,30.19,56.77,34.72,17.96,35.41,33.65,13.01,22.51,36.63,1.89,3.03,38.35,0.69,3.28,17.35,9.67,34.64,21.83,4.74,16.42,22.39,3.85,11.15,25.64,0.94,1.01,48.24,24.48,90.94,4.94,18.1,21.46,1.97,4.01,32.92,0.0,2.12,0.00,0.00,47.25,25.74,25.78,49.96,5.2,6.55,44.25,0.95,0.0,100.00,18.19,100.0,14.5,86.52,1.01,17414
"2023-10-11 - COL 5, LA 2",COL,Limited ReportFull Report,45.15,52.0,44.71,53.77,38.88,31.92,54.91,31.08,22.29,58.23,3.18,1.87,63.00,2.62,1.76,59.77,18.98,20.38,48.22,5.63,6.12,47.91,5.62,5.25,51.7,0.0,1.84,0.00,0.00,65.03,13.53,13.98,49.19,9.8,5.47,64.19,2.09,0.0,100.00,21.34,100.00,37.14,28.99,56.16,15.74,9.72,61.81,1.12,0.0,100.00,7.09,100.0,10.24,91.62,1.019,18145
"2023-10-11 - COL 5, LA 2",LA,Limited ReportFull Report,45.15,44.71,52.0,46.23,31.92,38.88,45.09,22.29,31.08,41.77,1.87,3.18,37.00,1.76,2.62,40.23,20.38,18.98,51.78,6.12,5.63,52.09,5.25,5.62,48.3,1.84,0.0,100.00,34.97,100.00,13.98,13.53,50.81,5.47,9.8,35.81,0.0,2.09,0.00,0.00,78.66,28.99,37.14,43.84,9.72,15.74,38.19,0.0,1.12,0.00,0.0,92.91,8.38,89.76,0.981,18145
"2023-10-11 - EDM 1, VAN 8",EDM,Limited ReportFull Report,45.25,36.61,35.76,50.59,28.01,27.63,50.34,17.88,20.22,46.93,0.0,4.91,0.00,2.09,2.35,47.01,19.49,17.48,52.72,9.13,8.05,53.15,5.95,6.12,49.3,0.0,3.86,0.00,0.00,36.91,10.16,9.55,51.55,2.91,4.05,41.76,0.0,0.94,0.00,0.00,76.77,22.02,20.88,51.33,7.76,9.04,46.18,0.0,0.0,-,0.0,100.0,0.0,75.72,0.757,18706
"2023-10-11 - EDM 1, VAN 8",VAN,Limited ReportFull Report,45.25,35.76,36.61,49.41,27.63,28.01,49.66,20.22,17.88,53.07,4.91,0.0,100.00,2.35,2.09,52.99,17.48,19.49,47.28,8.05,9.13,46.85,6.12,5.95,50.7,3.86,0.0,100.00,63.09,100.00,9.55,10.16,48.45,4.05,2.91,58.24,0.94,0.0,100.00,23.23,100.00,20.88,22.02,48.67,9.04,7.76,53.82,0.0,0.0,-,0.0,100.0,24.28,100.0,1.243,18706
"2023-10-12 - NYR 5, BUF 1",NYR,Limited ReportFull Report,46.166666666667,47.94,32.36,59.7,35.95,20.72,63.44,26.75,15.71,63.0,2.11,0.92,69.66,2.74,0.98,73.72,16.84,12.91,56.61,11.27,4.22,72.76,7.87,3.33,70.26,1.06,0.91,53.83,13.44,72.76,5.76,8.45,40.56,2.19,1.78,55.18,0.97,0.0,100.00,44.29,100.00,36.52,24.84,59.51,15.98,10.33,60.73,0.0,0.0,-,0.0,100.0,7.87,94.16,1.02,19070
"2023-10-12 - NYR 5, BUF 1",BUF,Limited ReportFull Report,46.166666666667,32.36,47.94,40.3,20.72,35.95,36.56,15.71,26.75,37.0,0.92,2.11,30.34,0.98,2.74,26.28,12.91,16.84,43.39,4.22,11.27,27.24,3.33,7.87,29.74,0.91,1.06,46.17,27.24,86.56,8.45,5.76,59.44,1.78,2.19,44.82,0.0,0.97,0.00,0.00,55.71,24.84,36.52,40.49,10.33,15.98,39.27,0.0,0.0,-,0.0,100.0,5.84,92.13,0.98,19070
"2023-10-12 - PHI 4, CBJ 2",PHI,Limited ReportFull Report,43.4,62.24,38.84,61.58,40.9,27.43,59.86,26.6,22.04,54.7,2.11,0.92,69.58,2.33,1.4,62.54,28.34,13.65,67.49,9.95,4.41,69.27,6.56,2.66,71.16,1.06,0.92,53.56,16.13,65.49,18.59,9.15,67.01,8.4,3.76,69.1,1.05,0.0,100.00,12.52,100.00,29.41,22.63,56.51,7.45,13.74,35.14,0.0,0.0,-,0.0,100.0,7.94,95.81,1.037,18614
"2023-10-12 - PHI 4, CBJ 2",CBJ,Limited ReportFull Report,43.4,38.84,62.24,38.42,27.43,40.9,40.14,22.04,26.6,45.3,0.92,2.11,30.42,1.4,2.33,37.46,13.65,28.34,32.51,4.41,9.95,30.73,2.66,6.56,28.84,0.92,1.06,46.44,34.51,83.87,9.15,18.59,32.99,3.76,8.4,30.9,0.0,1.05,0.00,0.00,87.48,22.63,29.41,43.49,13.74,7.45,64.86,0.0,0.0,-,0.0,100.0,4.19,92.06,0.963,18614
"2023-10-12 - DET 3, NJ 4",DET,Limited ReportFull Report,44.983333333333,40.43,49.42,45.0,32.49,39.12,45.37,24.42,19.5,55.6,1.06,1.89,35.89,2.05,2.6,44.05,12.48,23.05,35.12,4.2,4.74,46.99,4.15,2.84,59.41,1.06,0.0,100.00,25.49,100.00,8.22,18.52,30.73,4.09,7.8,34.4,0.0,0.95,0.00,0.00,87.84,27.95,29.02,49.06,14.01,8.88,61.21,0.0,0.95,0.00,0.0,89.34,4.33,90.32,0.946,16514
"2023-10-12 - DET 3, NJ 4",NJ,Limited ReportFull Report,44.983333333333,49.42,40.43,55.0,39.12,32.49,54.63,19.5,24.42,44.4,1.89,1.06,64.11,2.6,2.05,55.95,23.05,12.48,64.88,4.74,4.2,53.01,2.84,4.15,40.59,0.0,1.06,0.00,0.00,74.51,18.52,8.22,69.27,7.8,4.09,65.6,0.95,0.0,100.00,12.16,100.00,29.02,27.95,50.94,8.88,14.01,38.79,0.95,0.0,100.00,10.66,100.0,9.68,95.67,1.054,16514
"2023-10-12 - STL 1, DAL 2",STL,Limited ReportFull Report,49.033333333333,39.72,55.42,41.75,24.57,39.75,38.19,17.35,26.24,39.8,1.01,0.94,51.74,1.93,2.26,46.06,20.81,21.94,48.68,8.46,10.28,45.14,5.21,6.62,44.02,1.01,0.94,51.76,19.40,85.78,12.3,11.65,51.36,5.12,3.89,56.84,0.0,0.0,-,0.00,100.00,16.12,35.23,31.39,7.1,15.78,31.02,0.0,0.0,-,0.0,100.0,5.83,96.4,1.022,18532
"2023-10-12 - STL 1, DAL 2",DAL,Limited ReportFull Report,49.033333333333,55.42,39.72,58.25,39.75,24.57,61.81,26.24,17.35,60.2,0.94,1.01,48.26,2.26,1.93,53.94,21.94,20.81,51.32,10.28,8.46,54.86,6.62,5.21,55.98,0.94,1.01,48.24,14.22,80.60,11.65,12.3,48.64,3.89,5.12,43.16,0.0,0.0,-,0.00,100.00,35.23,16.12,68.61,15.78,7.1,68.98,0.0,0.0,-,0.0,100.0,3.6,94.17,0.978,18532
"2023-10-12 - FLA 0, MIN 2",FLA,Limited ReportFull Report,43.45,55.44,28.4,66.12,35.05,16.47,68.04,27.37,11.3,70.78,0.0,0.94,0.00,2.05,0.59,77.67,26.96,14.12,65.62,11.21,1.95,85.21,8.11,0.0,100.0,0.0,0.0,-,0.00,-,15.54,12.48,55.47,8.04,2.02,79.91,0.0,0.0,-,0.00,100.00,34.93,17.17,67.04,10.2,7.47,57.75,0.0,0.95,0.00,0.0,87.33,0.0,91.65,0.916,18976
"2023-10-12 - FLA 0, MIN 2",MIN,Limited ReportFull Report,43.45,28.4,55.44,33.88,16.47,35.05,31.96,11.3,27.37,29.22,0.94,0.0,100.00,0.59,2.05,22.33,14.12,26.96,34.38,1.95,11.21,14.79,0.0,8.11,0.0,0.0,0.0,-,-,100.00,12.48,15.54,44.53,2.02,8.04,20.09,0.0,0.0,-,0.00,100.00,17.17,34.93,32.96,7.47,10.2,42.25,0.95,0.0,100.00,12.67,100.0,8.35,100.0,1.084,18976
"2023-10-12 - SEA 0, NSH 3",SEA,Limited ReportFull Report,46.966666666667,41.34,52.78,43.92,29.92,36.06,45.35,18.93,24.06,44.04,0.0,0.0,-,1.6,1.65,49.13,13.19,16.66,44.19,5.2,6.81,43.31,3.1,6.89,31.03,0.0,0.0,-,0.00,100.00,7.88,9.94,44.23,4.03,4.88,45.19,0.0,0.0,-,0.00,100.00,27.72,29.62,48.34,9.82,11.27,46.57,0.0,0.0,-,0.0,100.0,0.0,100.0,1.0,17629
"2023-10-12 - SEA 0, NSH 3",NSH,Limited ReportFull Report,46.966666666667,52.78,41.34,56.08,36.06,29.92,54.65,24.06,18.93,55.96,0.0,0.0,-,1.65,1.6,50.87,16.66,13.19,55.81,6.81,5.2,56.69,6.89,3.1,68.97,0.0,0.0,-,0.00,100.00,9.94,7.88,55.77,4.88,4.03,54.81,0.0,0.0,-,0.00,100.00,29.62,27.72,51.66,11.27,9.82,53.43,0.0,0.0,-,0.0,100.0,0.0,100.0,1.0,17629
"2023-10-12 - VGK 4, SJ 1",VGK,Limited ReportFull Report,54.0,59.59,35.91,62.4,38.1,26.0,59.44,30.36,18.22,62.5,4.24,0.92,82.10,2.35,1.62,59.11,32.08,14.08,69.5,8.97,7.8,53.5,7.84,3.52,69.01,0.0,0.0,-,0.00,100.00,23.29,6.12,79.19,10.74,2.69,79.98,3.06,0.96,76.13,28.53,64.26,28.13,22.62,55.43,10.5,11.02,48.78,1.05,0.0,100.00,10.04,100.0,13.96,94.93,1.089,17435
"2023-10-12 - VGK 4, SJ 1",SJ,Limited ReportFull Report,54.0,35.91,59.59,37.6,26.0,38.1,40.56,18.22,30.36,37.5,0.92,4.24,17.90,1.62,2.35,40.89,14.08,32.08,30.5,7.8,8.97,46.5,3.52,7.84,30.99,0.0,0.0,-,0.00,100.00,6.12,23.29,20.81,2.69,10.74,20.02,0.96,3.06,23.87,35.74,71.47,22.62,28.13,44.57,11.02,10.5,51.22,0.0,1.05,0.00,0.0,89.96,5.07,86.04,0.911,17435
"2023-10-13 - ARI 4, NJ 3",ARI,Limited ReportFull Report,43.033333333333,38.4,41.54,48.04,28.14,27.73,50.36,23.97,21.18,53.09,1.06,0.0,100.00,3.01,1.76,63.12,23.28,13.77,62.84,12.81,3.75,77.35,10.67,2.84,78.97,0.0,0.0,-,0.00,100.00,10.56,9.86,51.73,6.23,2.85,68.59,1.05,0.0,100.00,16.88,100.00,14.15,31.75,30.83,6.08,12.47,32.78,0.0,0.0,-,0.0,100.0,4.41,100.0,1.044,16514
"2023-10-13 - ARI 4, NJ 3",NJ,Limited ReportFull Report,43.033333333333,41.54,38.4,51.96,27.73,28.14,49.64,21.18,23.97,46.91,0.0,1.06,0.00,1.76,3.01,36.88,13.77,23.28,37.16,3.75,12.81,22.65,2.84,10.67,21.03,0.0,0.0,-,0.00,100.00,9.86,10.56,48.27,2.85,6.23,31.41,0.0,1.05,0.00,0.00,83.12,31.75,14.15,69.17,12.47,6.08,67.22,0.0,0.0,-,0.0,100.0,0.0,95.59,0.956,16514
"2023-10-14 - PHI 2, OTT 5",PHI,Limited ReportFull Report,38.316666666667,32.87,37.74,46.55,20.85,27.94,42.74,13.06,21.67,37.62,1.01,1.93,34.43,1.22,1.92,38.90,18.64,16.03,53.77,6.94,5.92,53.95,3.91,3.97,49.59,0.0,0.0,-,0.00,100.00,11.59,10.26,53.04,4.92,7.02,41.23,1.02,1.89,35.12,20.78,73.07,16.62,24.61,40.3,4.29,8.61,33.27,0.0,0.0,-,0.0,100.0,7.76,91.08,0.988,20011
"2023-10-14 - PHI 2, OTT 5",OTT,Limited ReportFull Report,38.316666666667,37.74,32.87,53.45,27.94,20.85,57.26,21.67,13.06,62.38,1.93,1.01,65.57,1.92,1.22,61.10,16.03,18.64,46.23,5.92,6.94,46.05,3.97,3.91,50.41,0.0,0.0,-,0.00,100.00,10.26,11.59,46.96,7.02,4.92,58.77,1.89,1.02,64.88,26.93,79.22,24.61,16.62,59.7,8.61,4.29,66.73,0.0,0.0,-,0.0,100.0,8.92,92.24,1.012,20011
"2023-10-14 - FLA 4, WPG 6",FLA,Limited ReportFull Report,37.683333333333,27.88,43.0,39.34,21.66,34.54,38.54,14.79,27.5,34.97,1.06,2.86,27.00,1.83,2.28,44.57,9.13,19.81,31.56,6.19,8.59,41.88,5.13,6.64,43.57,1.06,1.86,36.28,20.64,72.01,2.96,11.34,20.72,3.0,8.07,27.09,0.0,0.94,0.00,0.00,88.32,20.95,30.12,41.03,6.59,12.8,33.98,0.0,0.0,-,0.0,100.0,7.14,89.62,0.968,13410
"2023-10-14 - FLA 4, WPG 6",WPG,Limited ReportFull Report,37.683333333333,43.0,27.88,60.66,34.54,21.66,61.46,27.5,14.79,65.03,2.86,1.06,73.00,2.28,1.83,55.43,19.81,9.13,68.44,8.59,6.19,58.12,6.64,5.13,56.43,1.86,1.06,63.72,27.99,79.36,11.34,2.96,79.28,8.07,3.0,72.91,0.94,0.0,100.00,11.68,100.00,30.12,20.95,58.97,12.8,6.59,66.02,0.0,0.0,-,0.0,100.0,10.38,92.86,1.032,13410
"2023-10-14 - NSH 2, BOS 3",NSH,Limited ReportFull Report,36.083333333333,34.33,40.3,46.0,29.53,21.56,57.79,16.32,16.65,49.51,1.06,0.0,100.00,1.92,1.51,55.99,17.61,21.2,45.38,9.4,8.54,52.4,5.21,5.74,47.57,0.0,0.0,-,0.00,100.00,8.24,12.73,39.31,4.09,3.91,51.11,1.05,0.0,100.00,25.73,100.00,20.97,19.7,51.56,4.98,6.9,41.9,0.0,0.0,-,0.0,100.0,6.47,100.0,1.065,17850
"2023-10-14 - NSH 2, BOS 3",BOS,Limited ReportFull Report,36.083333333333,40.3,34.33,54.0,21.56,29.53,42.21,16.65,16.32,50.49,0.0,1.06,0.00,1.51,1.92,44.01,21.2,17.61,54.62,8.54,9.4,47.6,5.74,5.21,52.43,0.0,0.0,-,0.00,100.00,12.73,8.24,60.69,3.91,4.09,48.89,0.0,1.05,0.00,0.00,74.27,19.7,20.97,48.44,6.9,4.98,58.1,0.0,0.0,-,0.0,100.0,0.0,93.53,0.935,17850
"2023-10-14 - NYR 3, CBJ 5",NYR,Limited ReportFull Report,50.716666666667,66.93,41.07,61.97,50.65,29.99,62.81,34.44,19.38,64.0,2.06,3.88,34.67,3.74,2.15,63.54,30.63,17.98,63.02,14.91,9.59,60.86,8.89,5.7,60.93,0.0,2.87,0.00,0.00,49.61,15.69,8.45,64.99,7.96,2.06,79.46,1.0,0.0,100.00,12.53,100.00,36.51,27.29,57.22,17.26,11.84,59.3,1.05,1.07,49.66,6.11,90.98,5.98,79.96,0.859,16520
"2023-10-14 - NYR 3, CBJ 5",CBJ,Limited ReportFull Report,50.716666666667,41.07,66.93,38.03,29.99,50.65,37.19,19.38,34.44,36.0,3.88,2.06,65.33,2.15,3.74,36.46,17.98,30.63,36.98,9.59,14.91,39.14,5.7,8.89,39.07,2.87,0.0,100.00,50.39,100.00,8.45,15.69,35.01,2.06,7.96,20.54,0.0,1.0,0.00,0.00,87.47,27.29,36.51,42.78,11.84,17.26,40.7,1.07,1.05,50.34,9.02,93.89,20.04,94.02,1.141,16520
"2023-10-14 - TB 4, DET 6",TB,Limited ReportFull Report,52.7,54.01,60.41,47.2,34.54,49.78,40.96,20.86,39.55,34.54,3.08,4.74,39.37,1.69,3.66,31.56,20.16,31.82,38.79,5.06,10.75,32.02,3.04,8.84,25.56,0.0,1.88,0.00,0.00,78.71,14.88,21.31,41.12,7.07,13.94,33.65,3.17,0.94,77.08,44.82,93.24,32.25,31.7,50.43,7.84,16.51,32.19,0.0,1.84,0.00,0.0,88.88,14.76,88.01,1.028,19515
"2023-10-14 - TB 4, DET 6",DET,Limited ReportFull Report,52.7,60.41,54.01,52.8,49.78,34.54,59.04,39.55,20.86,65.46,4.74,3.08,60.63,3.66,1.69,68.44,31.82,20.16,61.21,10.75,5.06,67.98,8.84,3.04,74.44,1.88,0.0,100.00,21.29,100.00,21.31,14.88,58.88,13.94,7.07,66.35,0.94,3.17,22.92,6.76,55.18,31.7,32.25,49.57,16.51,7.84,67.81,1.84,0.0,100.00,11.12,100.0,11.99,85.24,0.972,19515
"2023-10-14 - CHI 2, MTL 3",CHI,Limited ReportFull Report,40.95,26.76,49.75,34.98,19.42,32.81,37.18,12.65,25.82,32.89,0.0,1.93,0.00,1.26,1.87,40.30,12.97,19.86,39.5,1.98,6.61,23.04,0.97,5.74,14.52,0.0,0.94,0.00,0.00,83.59,10.79,13.55,44.33,4.98,7.15,41.07,0.0,0.0,-,0.00,100.00,13.14,31.62,29.36,6.66,10.77,38.19,0.0,1.06,0.00,0.0,90.14,0.0,92.52,0.925,21105
"2023-10-14 - CHI 2, MTL 3",MTL,Limited ReportFull Report,40.95,49.75,26.76,65.02,32.81,19.42,62.82,25.82,12.65,67.11,1.93,0.0,100.00,1.87,1.26,59.70,19.86,12.97,60.5,6.61,1.98,76.96,5.74,0.97,85.48,0.94,0.0,100.00,16.41,100.00,13.55,10.79,55.67,7.15,4.98,58.93,0.0,0.0,-,0.00,100.00,31.62,13.14,70.64,10.77,6.66,61.81,1.06,0.0,100.00,9.86,100.0,7.48,100.0,1.075,21105
"2023-10-14 - CGY 2, PIT 5",CGY,Limited ReportFull Report,46.783333333333,63.86,32.16,66.51,43.1,29.02,59.76,27.07,21.06,56.25,1.0,3.84,20.72,2.18,1.81,54.73,35.78,17.7,66.9,11.47,6.81,62.75,4.11,3.93,51.16,1.02,0.0,100.00,24.86,100.00,24.03,11.03,68.53,9.29,7.92,53.99,0.0,3.83,0.00,0.00,51.65,36.99,15.21,70.86,13.32,8.18,61.94,0.0,0.0,-,0.0,100.0,3.71,81.75,0.855,17635
"2023-10-14 - CGY 2, PIT 5",PIT,Limited ReportFull Report,46.783333333333,32.16,63.86,33.49,29.02,43.1,40.24,21.06,27.07,43.75,3.84,1.0,79.28,1.81,2.18,45.27,17.7,35.78,33.1,6.81,11.47,37.25,3.93,4.11,48.84,0.0,1.02,0.00,0.00,75.14,11.03,24.03,31.47,7.92,9.29,46.01,3.83,0.0,100.00,48.35,100.00,15.21,36.99,29.14,8.18,13.32,38.06,0.0,0.0,-,0.0,100.0,18.25,96.29,1.145,17635
"2023-10-14 - MIN 4, TOR 7",MIN,Limited ReportFull Report,52.266666666667,56.36,44.14,56.08,41.61,36.28,53.42,28.99,27.99,50.87,4.08,4.88,45.52,3.12,2.84,52.36,26.97,21.03,56.19,12.26,11.76,51.05,9.08,9.91,47.8,3.12,1.95,61.46,34.34,80.28,14.56,9.28,61.08,6.84,6.07,52.97,0.0,1.96,0.00,0.00,67.66,34.85,25.76,57.5,10.25,11.06,48.08,0.94,1.06,46.93,9.17,90.4,14.07,82.56,0.966,18903
"2023-10-14 - MIN 4, TOR 7",TOR,Limited ReportFull Report,52.266666666667,44.14,56.36,43.92,36.28,41.61,46.58,27.99,28.99,49.13,4.88,4.08,54.48,2.84,3.12,47.64,21.03,26.97,43.81,11.76,12.26,48.95,9.91,9.08,52.2,1.95,3.12,38.54,19.72,65.66,9.28,14.56,38.92,6.07,6.84,47.03,1.96,0.0,100.00,32.34,100.00,25.76,34.85,42.5,11.06,10.25,51.92,1.06,0.94,53.07,9.6,90.83,17.44,85.93,1.034,18903
"2023-10-14 - BUF 2, NYI 3",BUF,Limited ReportFull Report,52.75,47.24,50.47,48.35,33.11,34.6,48.9,25.21,26.51,48.74,2.03,2.88,41.33,1.8,1.93,48.30,22.19,23.67,48.38,6.13,8.61,41.56,5.0,5.74,46.57,2.05,1.93,51.44,40.90,66.35,15.86,15.22,51.01,7.05,7.95,46.97,0.0,0.95,0.00,0.00,88.08,25.48,32.7,43.79,12.04,11.89,50.32,0.0,0.0,-,0.0,100.0,8.03,89.15,0.972,17255
"2023-10-14 - BUF 2, NYI 3",NYI,Limited ReportFull Report,52.75,50.47,47.24,51.65,34.6,33.11,51.1,26.51,25.21,51.26,2.88,2.03,58.67,1.93,1.8,51.70,23.67,22.19,51.62,8.61,6.13,58.44,5.74,5.0,53.43,1.93,2.05,48.56,33.65,59.10,15.22,15.86,48.99,7.95,7.05,53.03,0.95,0.0,100.00,11.92,100.00,32.7,25.48,56.21,11.89,12.04,49.68,0.0,0.0,-,0.0,100.0,10.85,91.97,1.028,17255
"2023-10-14 - SEA 1, STL 2",SEA,Limited ReportFull Report,50.116666666667,56.14,40.79,57.91,37.49,31.41,54.41,26.92,21.06,56.11,0.0,0.92,0.00,1.83,1.62,52.96,27.49,17.68,60.85,9.64,5.45,63.87,6.32,2.78,69.47,0.0,0.0,-,0.00,100.00,17.84,12.22,59.35,8.32,7.6,52.25,0.0,0.96,0.00,0.00,87.36,33.88,27.16,55.5,12.25,10.85,53.04,0.0,0.0,-,0.0,100.0,0.0,95.61,0.956,18096
