Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2025-01-19,OTT,155,2.55,0.39,0.589991582197639,0.4100084178023609,0.65,1.54,-185,NJ
2025-01-19,NYR,-115,1.87,0.53,0.37024822429145704,0.6297517757085429,0.51,1.95,-105,MTL
2025-01-19,DET,185,2.85,0.35,0.4757631930753571,0.524236806924643,0.69,1.44,-225,DAL
