Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2025-01-08,VAN,150.0,2.5,0.4,0.4732220001244521,0.526777999875548,0.65,1.54,-185.0,WSH
2025-01-08,COL,-250.0,1.4,0.71,0.6393917236850569,0.3606082763149431,0.33,3.0,200.0,CHI
2025-01-08,COL,-145.0,1.69,0.59,0.6393917236850569,0.3606082763149431,0.33,3.0,200.0,CHI
2025-01-08,FLA,-145.0,1.69,0.59,0.5612858429641905,0.43871415703580957,0.44,2.25,125.0,UHC
2025-01-08,CGY,,,,0.4880274796967493,0.5119725203032507,,,,LA
