Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2024-12-17,BUF,-130,1.77,0.56,0.5262089641746437,0.4737910358253562,0.48,2.1,110,MTL
2024-12-17,CBJ,200,3.0,0.33,0.5089309144783467,0.49106908552165324,0.71,1.4,-250,TB
2024-12-17,LA,-145,1.69,0.59,0.4638271741593311,0.5361728258406689,0.45,2.2,120,PIT
2024-12-17,NYI,200,3.0,0.33,0.5065396861695196,0.4934603138304804,0.71,1.4,-250,CAR
2024-12-17,NJ,-185,1.54,0.65,0.49025470235409035,0.5097452976459095,0.4,2.5,150,STL
2024-12-17,NYR,125,2.25,0.44,0.5585226220140701,0.4414773779859301,0.6,1.67,-150,NSH
2024-12-17,WSH,-200,1.5,0.67,0.5383804891726433,0.46161951082735686,0.38,2.65,165,CHI
2024-12-17,BOS,-135,1.74,0.57,0.47088507746852576,0.5291149225314743,0.47,2.15,115,CGY
2024-12-17,OTT,-130,1.77,0.56,0.5271167350186813,0.4728832649813186,0.48,2.1,110,SEA
2024-12-17,WPG,-225,1.44,0.69,0.492289240685273,0.5077107593147271,0.35,2.85,185,SJ
2024-12-17,WPG,-200,1.5,0.67,0.492289240685273,0.5077107593147271,0.35,2.85,185,SJ
