Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2025-01-24,PHI,130,2.3,0.43,0.3909887701894013,0.6090112298105987,0.61,1.65,-155,NYI
2025-01-24,PHI,130,2.3,0.43,0.3909887701894013,0.6090112298105987,0.4,2.5,150,NYI
2025-01-24,VGK,125,2.25,0.44,0.5237556265594435,0.47624437344055653,0.59,1.69,-145,DAL
2025-01-24,VGK,125,2.25,0.44,0.5237556265594435,0.47624437344055653,0.57,1.74,-135,DAL
2025-01-24,TB,-235,1.43,0.7,0.5555315109430464,0.4444684890569534,0.34,2.9,190,CHI
2025-01-24,TB,-130,1.77,0.56,0.5555315109430464,0.4444684890569534,0.34,2.9,190,CHI
2025-01-24,UHC,190,2.9,0.34,0.4328881609943967,0.5671118390056034,0.7,1.43,-235,WPG
