Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2025-03-27,PIT,115,2.15,0.47,0.42715203384651573,0.5728479661534843,0.57,1.74,-135,BUF
2025-03-27,OTT,-135,1.74,0.57,0.4156752899154572,0.584324710084543,0.47,2.15,115,DET
2025-03-27,UHC,165,2.65,0.38,0.4616918751589546,0.5383081248410455,0.67,1.5,-200,TB
2025-03-27,UHC,200,3.0,0.33,0.4616918751589546,0.5383081248410455,0.67,1.5,-200,TB
2025-03-27,MTL,-125,1.8,0.56,0.39807261132899063,0.6019273886710095,0.49,2.05,105,PHI
2025-03-27,MTL,240,3.4,0.29,0.39807261132899063,0.6019273886710095,0.49,2.05,105,PHI
2025-03-27,WSH,-145,1.69,0.59,0.5094298770340433,0.4905701229659568,0.45,2.2,120,MIN
2025-03-27,STL,-135,1.74,0.57,0.5,0.5,0.47,2.15,115,NSH
2025-03-27,DAL,-135,1.74,0.57,0.3434363912932106,0.6565636087067893,0.47,2.15,115,CGY
2025-03-27,LA,135,2.35,0.43,0.5204428627879386,0.47955713721206134,0.62,1.62,-160,COL
2025-03-27,EDM,-125,1.8,0.56,0.5083535448206238,0.4916464551793761,0.49,2.05,105,SEA
2025-03-27,TOR,-250,1.4,0.71,0.43198975123904376,0.5680102487609562,0.33,3.0,200,SJ
