Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2025-01-06,WSH,-150,1.67,0.6,0.4799820812195114,0.5200179187804884,0.44,2.25,125,BUF
2025-01-06,VAN,-130,1.77,0.56,0.41799926174215074,0.5820007382578491,0.48,2.1,110,MTL
2025-01-06,FLA,105,2.05,0.49,0.6230537412788494,0.3769462587211507,0.56,1.8,-125,COL
2025-01-06,NJ,-250,1.4,0.71,0.5784399147020287,0.42156008529797134,0.33,3.0,200,SEA
