Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2025-01-10,CHI,150,2.5,0.4,0.3532744009445401,0.6467255990554598,0.65,1.54,-185,DET
2025-01-10,CHI,225,3.25,0.31,0.3532744009445401,0.6467255990554598,0.65,1.54,-185,DET
2025-01-10,MTL,185,2.85,0.35,0.572980011605235,0.427019988394765,0.69,1.44,-225,WSH
2025-01-10,MTL,185,2.85,0.35,0.572980011605235,0.427019988394765,0.49,2.05,105,WSH
2025-01-10,MTL,175,2.75,0.36,0.572980011605235,0.427019988394765,0.69,1.44,-225,WSH
2025-01-10,MTL,175,2.75,0.36,0.572980011605235,0.427019988394765,0.49,2.05,105,WSH
2025-01-10,VAN,145,2.45,0.41,0.3781134126376229,0.6218865873623772,0.64,1.57,-175,CAR
2025-01-10,VAN,155,2.55,0.39,0.3781134126376229,0.6218865873623772,0.64,1.57,-175,CAR
2025-01-10,LA,-110,1.91,0.52,0.48142061673583497,0.5185793832641651,0.52,1.91,-110,WPG
2025-01-10,LA,-110,1.91,0.52,0.48142061673583497,0.5185793832641651,0.5,2.0,100,WPG
2025-01-10,LA,-125,1.8,0.56,0.48142061673583497,0.5185793832641651,0.52,1.91,-110,WPG
2025-01-10,LA,-125,1.8,0.56,0.48142061673583497,0.5185793832641651,0.5,2.0,100,WPG
2025-01-10,SJ,220,3.2,0.31,0.41878387623340607,0.5812161237665942,0.74,1.36,-275,UHC
2025-01-10,SJ,220,3.2,0.31,0.41878387623340607,0.5812161237665942,0.55,1.83,-120,UHC
2025-01-10,SJ,145,2.45,0.41,0.41878387623340607,0.5812161237665942,0.74,1.36,-275,UHC
2025-01-10,SJ,145,2.45,0.41,0.41878387623340607,0.5812161237665942,0.55,1.83,-120,UHC
