Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2025-01-09,BUF,135,2.35,0.43,0.410557128425649,0.5894428715743509,0.62,1.62,-160,OTT
2025-01-09,BOS,140,2.4,0.42,0.422379023997136,0.5776209760028641,0.62,1.61,-165,TB
2025-01-09,NJ,-160,1.62,0.62,0.6540199131486838,0.34598008685131626,0.43,2.35,135,NYR
2025-01-09,DAL,-155,1.65,0.61,0.4934180908559948,0.5065819091440052,0.43,2.3,130,PHI
2025-01-09,EDM,-225,1.44,0.69,0.5453957230558716,0.45460427694412847,0.35,2.85,185,PIT
2025-01-09,SEA,-125,1.8,0.56,0.40703289748646393,0.5929671025135362,0.49,2.05,105,CBJ
2025-01-09,TOR,145,2.45,0.41,0.3233970290105043,0.6766029709894956,0.64,1.57,-175,CAR
2025-01-09,ANA,170,2.7,0.37,0.3726381274949822,0.6273618725050177,0.68,1.48,-210,STL
2025-01-09,COL,-150,1.67,0.6,0.6496624379069985,0.35033756209300143,0.44,2.25,125,MIN
2025-01-09,NYI,145,2.45,0.41,0.4417235349939958,0.5582764650060043,0.64,1.57,-175,VGK
