Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2025-01-23,OTT,-160,1.62,0.62,0.5729384871864892,0.42706151281351074,0.43,2.35,135,BOS
2025-01-23,MTL,105,2.05,0.49,0.38884820913317986,0.61115179086682,0.56,1.8,-125,DET
2025-01-23,PHI,125,2.25,0.44,0.46443586836245493,0.535564131637545,0.59,1.69,-145,NYR
2025-01-23,CBJ,290,3.9,0.26,0.359880085720898,0.6401199142791021,0.79,1.27,-375,CAR
2025-01-23,VGK,-150,1.67,0.6,0.5282695848860025,0.47173041511399744,0.44,2.25,125,STL
2025-01-23,UHC,125,2.25,0.44,0.4725160984382289,0.527483901561771,0.6,1.67,-150,MIN
2025-01-23,BUF,115,2.15,0.47,0.39840939902087086,0.6015906009791292,0.57,1.74,-135,CGY
2025-01-23,VAN,155,2.55,0.39,0.41557738563370855,0.5844226143662914,0.65,1.54,-185,EDM
2025-01-23,PIT,-150,1.67,0.6,0.6151792603310814,0.3848207396689186,0.44,2.25,125,ANA
2025-01-23,WSH,-140,1.71,0.58,0.45689998131291404,0.5431000186870859,0.46,2.18,118,SEA
2025-01-23,NSH,-250,1.4,0.71,0.5067689428465925,0.49323105715340726,0.33,3.0,200,SJ
