Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2024-12-07,PHI,135,2.35,0.43,0.4869447825596175,0.5130552174403826,0.62,1.62,-160,BOS
2024-12-07,UHC,105,2.05,0.49,0.5245468601457661,0.4754531398542339,0.56,1.8,-125,BUF
2024-12-07,WPG,-190,1.53,0.65,0.571447696746301,0.42855230325369886,0.39,2.55,155,CHI
2024-12-07,CAR,-185,1.54,0.65,0.6145319276571424,0.3854680723428577,0.4,2.5,150,NYI
2024-12-07,SJ,310,4.1,0.24,0.4189586204892092,0.5810413795107908,0.8,1.25,-400,FLA
2024-12-07,WSH,-150,1.67,0.6,0.4327630838689465,0.5672369161310534,0.44,2.25,125,MTL
2024-12-07,NSH,-105,1.95,0.51,0.48500978130004385,0.5149902186999562,0.53,1.87,-115,OTT
2024-12-07,COL,-190,1.53,0.65,0.6026608395745169,0.39733916042548306,0.39,2.55,155,DET
2024-12-07,TOR,-160,1.62,0.62,0.41681141449947817,0.5831885855005219,0.43,2.35,135,PIT
2024-12-07,MIN,135,2.35,0.43,0.5,0.5,0.62,1.62,-160,LA
2024-12-07,STL,225,3.25,0.31,0.43697221801996977,0.5630277819800302,0.74,1.36,-275,EDM
