Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2025-01-14,TB,-140,1.71,0.58,0.4599683937242112,0.540031606275789,0.45,2.2,120,BOS
2025-01-14,DAL,-130,1.77,0.56,0.5,0.5,0.48,2.1,110,TOR
2025-01-14,SJ,155,2.55,0.39,0.42677590747252286,0.5732240925274771,0.65,1.53,-190,DET
2025-01-14,SEA,110,2.1,0.48,0.39447171301905476,0.6055282869809453,0.56,1.77,-130,PIT
2025-01-14,ANA,220,3.2,0.31,0.333883794957353,0.6661162050426471,0.74,1.36,-275,WSH
2025-01-14,PHI,-120,1.83,0.55,0.47088167819465093,0.5291183218053491,0.5,2.0,100,CBJ
2025-01-14,FLA,130,2.3,0.43,0.5359034261960025,0.46409657380399744,0.61,1.65,-155,NJ
2025-01-14,OTT,100,2.0,0.5,0.43250707796863236,0.5674929220313677,0.55,1.83,-120,NYI
2025-01-14,CGY,140,2.4,0.42,0.4707375260708394,0.5292624739291606,0.62,1.61,-165,STL
2025-01-14,VGK,-125,1.8,0.56,0.5308847340311759,0.4691152659688242,0.49,2.05,105,NSH
2025-01-14,VAN,135,2.35,0.43,0.41884402087894246,0.5811559791210575,0.62,1.62,-160,WPG
2025-01-14,NYR,125,2.25,0.44,0.42767754468930613,0.5723224553106939,0.6,1.67,-150,COL
2025-01-14,MTL,135,2.35,0.43,0.5447962428191137,0.45520375718088635,0.62,1.62,-160,UHC
