Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2025-01-25,COL,-150,1.67,0.6,0.5550847838653539,0.44491521613464624,0.44,2.25,125,BOS
2025-01-25,BUF,200,3.0,0.33,0.41316356709095065,0.5868364329090492,0.71,1.4,-250,EDM
2025-01-25,PIT,-110,1.91,0.52,0.5904252538538756,0.4095747461461243,0.52,1.91,-110,SEA
2025-01-25,NJ,-170,1.59,0.63,0.527911110986951,0.4720888890130491,0.42,2.4,140,MTL
2025-01-25,TOR,-105,1.95,0.51,0.5,0.5,0.53,1.87,-115,OTT
2025-01-25,TB,-135,1.74,0.57,0.4225701412864424,0.5774298587135577,0.47,2.15,115,DET
2025-01-25,LA,-175,1.57,0.64,0.5262064951266685,0.4737935048733313,0.41,2.45,145,CBJ
2025-01-25,DAL,-135,1.74,0.57,0.4387995707231739,0.5612004292768261,0.47,2.15,115,STL
2025-01-25,CGY,125,2.25,0.44,0.5724536553675467,0.42754634463245333,0.6,1.67,-150,MIN
2025-01-25,CAR,-220,1.45,0.69,0.6059150120856396,0.39408498791436036,0.36,2.8,180,NYI
2025-01-25,WSH,-125,1.8,0.56,0.5166822105016633,0.48331778949833676,0.49,2.05,105,VAN
2025-01-25,NSH,-190,1.53,0.65,0.49066501403359675,0.5093349859664033,0.39,2.55,155,ANA
2025-01-25,FLA,-300,1.33,0.75,0.5719248973492925,0.4280751026507074,0.29,3.4,240,SJ
