Date,Away Team,Away Team Odds,Away Team Decimal Odds,Away Team Implied Probability,Away Probability,Home Probability,Home Team Implied Probability,Home Team Decimal Odds,Home Team Odds,Home Team
2025-03-15,NJ,-145,1.69,0.59,0.44784595136630223,0.5521540486336978,0.45,2.2,120,PIT
2025-03-15,WSH,-250,1.4,0.71,0.5332926872955913,0.4667073127044088,0.33,3.0,200,SJ
2025-03-15,TB,-175,1.57,0.64,0.4711369486321925,0.5288630513678076,0.41,2.45,145,BOS
2025-03-15,OTT,115,2.15,0.47,0.3211258416016799,0.6788741583983202,0.57,1.74,-135,TOR
2025-03-15,FLA,-210,1.48,0.68,0.582444372700829,0.417555627299171,0.37,2.7,170,MTL
2025-03-15,CAR,-170,1.59,0.63,0.6105563930785122,0.38944360692148783,0.42,2.4,140,PHI
2025-03-15,NYR,-135,1.74,0.57,0.37782720954232424,0.6221727904576757,0.47,2.15,115,CBJ
2025-03-15,STL,-110,1.91,0.52,0.5266242999122932,0.47337570008770674,0.52,1.91,-110,MIN
2025-03-15,NSH,190,2.9,0.34,0.36445079280650966,0.6355492071934903,0.7,1.43,-235,LA
2025-03-15,CHI,220,3.2,0.31,0.3501364802469938,0.6498635197530066,0.74,1.36,-275,VAN
2025-03-15,VGK,-220,1.45,0.69,0.5144562306057651,0.4855437693942349,0.36,2.8,180,BUF
