Game,Team,CF,CA,FF,FA,SF,SA,GF,GA,xGF,xGA,SCF,SCA,HDCF,HDCA,HDSF,HDSA,HDGF,HDGA,MDCF,MDCA,MDSF,MDSA,MDGF,MDGA,LDCF,LDCA,LDSF,LDSA,LDGF,LDGA,PDO
"2023-10-12 - PHI 4, CBJ 2",PHI,62.24,38.84,40.9,27.43,26.6,22.04,2.11,0.92,2.33,1.4,28.34,13.65,9.95,4.41,6.56,2.66,1.06,0.92,18.59,9.15,8.4,3.76,1.05,0.0,29.41,22.63,7.45,13.74,0.0,0.0,1.037
"2023-10-12 - PHI 4, CBJ 2",CBJ,38.84,62.24,27.43,40.9,22.04,26.6,0.92,2.11,1.4,2.33,13.65,28.34,4.41,9.95,2.66,6.56,0.92,1.06,9.15,18.59,3.76,8.4,0.0,1.05,22.63,29.41,13.74,7.45,0.0,0.0,0.963
"2023-10-12 - DET 3, NJ 4",DET,40.43,49.42,32.49,39.12,24.42,19.5,1.06,1.89,2.05,2.6,12.48,23.05,4.2,4.74,4.15,2.84,1.06,0.0,8.22,18.52,4.09,7.8,0.0,0.95,27.95,29.02,14.01,8.88,0.0,0.95,0.946
"2023-10-12 - DET 3, NJ 4",NJ,49.42,40.43,39.12,32.49,19.5,24.42,1.89,1.06,2.6,2.05,23.05,12.48,4.74,4.2,2.84,4.15,0.0,1.06,18.52,8.22,7.8,4.09,0.95,0.0,29.02,27.95,8.88,14.01,0.95,0.0,1.054
"2023-10-12 - STL 1, DAL 2",STL,39.72,55.42,24.57,39.75,17.35,26.24,1.01,0.94,1.93,2.26,20.81,21.94,8.46,10.28,5.21,6.62,1.01,0.94,12.3,11.65,5.12,3.89,0.0,0.0,16.12,35.23,7.1,15.78,0.0,0.0,1.022
"2023-10-12 - STL 1, DAL 2",DAL,55.42,39.72,39.75,24.57,26.24,17.35,0.94,1.01,2.26,1.93,21.94,20.81,10.28,8.46,6.62,5.21,0.94,1.01,11.65,12.3,3.89,5.12,0.0,0.0,35.23,16.12,15.78,7.1,0.0,0.0,0.978
"2023-10-12 - FLA 0, MIN 2",FLA,55.44,28.4,35.05,16.47,27.37,11.3,0.0,0.94,2.05,0.59,26.96,14.12,11.21,1.95,8.11,0.0,0.0,0.0,15.54,12.48,8.04,2.02,0.0,0.0,34.93,17.17,10.2,7.47,0.0,0.95,0.916
"2023-10-12 - FLA 0, MIN 2",MIN,28.4,55.44,16.47,35.05,11.3,27.37,0.94,0.0,0.59,2.05,14.12,26.96,1.95,11.21,0.0,8.11,0.0,0.0,12.48,15.54,2.02,8.04,0.0,0.0,17.17,34.93,7.47,10.2,0.95,0.0,1.084
"2023-10-12 - SEA 0, NSH 3",SEA,41.34,52.78,29.92,36.06,18.93,24.06,0.0,0.0,1.6,1.65,13.19,16.66,5.2,6.81,3.1,6.89,0.0,0.0,7.88,9.94,4.03,4.88,0.0,0.0,27.72,29.62,9.82,11.27,0.0,0.0,1.0
"2023-10-12 - SEA 0, NSH 3",NSH,52.78,41.34,36.06,29.92,24.06,18.93,0.0,0.0,1.65,1.6,16.66,13.19,6.81,5.2,6.89,3.1,0.0,0.0,9.94,7.88,4.88,4.03,0.0,0.0,29.62,27.72,11.27,9.82,0.0,0.0,1.0
"2023-10-12 - VGK 4, SJ 1",VGK,59.59,35.91,38.1,26.0,30.36,18.22,4.24,0.92,2.35,1.62,32.08,14.08,8.97,7.8,7.84,3.52,0.0,0.0,23.29,6.12,10.74,2.69,3.06,0.96,28.13,22.62,10.5,11.02,1.05,0.0,1.089
"2023-10-12 - VGK 4, SJ 1",SJ,35.91,59.59,26.0,38.1,18.22,30.36,0.92,4.24,1.62,2.35,14.08,32.08,7.8,8.97,3.52,7.84,0.0,0.0,6.12,23.29,2.69,10.74,0.96,3.06,22.62,28.13,11.02,10.5,0.0,1.05,0.911
"2023-10-13 - ARI 4, NJ 3",ARI,38.4,41.54,28.14,27.73,23.97,21.18,1.06,0.0,3.01,1.76,23.28,13.77,12.81,3.75,10.67,2.84,0.0,0.0,10.56,9.86,6.23,2.85,1.05,0.0,14.15,31.75,6.08,12.47,0.0,0.0,1.044
"2023-10-13 - ARI 4, NJ 3",NJ,41.54,38.4,27.73,28.14,21.18,23.97,0.0,1.06,1.76,3.01,13.77,23.28,3.75,12.81,2.84,10.67,0.0,0.0,9.86,10.56,2.85,6.23,0.0,1.05,31.75,14.15,12.47,6.08,0.0,0.0,0.956
"2023-10-14 - PHI 2, OTT 5",PHI,32.87,37.74,20.85,27.94,13.06,21.67,1.01,1.93,1.22,1.92,18.64,16.03,6.94,5.92,3.91,3.97,0.0,0.0,11.59,10.26,4.92,7.02,1.02,1.89,16.62,24.61,4.29,8.61,0.0,0.0,0.988
"2023-10-14 - PHI 2, OTT 5",OTT,37.74,32.87,27.94,20.85,21.67,13.06,1.93,1.01,1.92,1.22,16.03,18.64,5.92,6.94,3.97,3.91,0.0,0.0,10.26,11.59,7.02,4.92,1.89,1.02,24.61,16.62,8.61,4.29,0.0,0.0,1.012
"2023-10-14 - FLA 4, WPG 6",FLA,27.88,43.0,21.66,34.54,14.79,27.5,1.06,2.86,1.83,2.28,9.13,19.81,6.19,8.59,5.13,6.64,1.06,1.86,2.96,11.34,3.0,8.07,0.0,0.94,20.95,30.12,6.59,12.8,0.0,0.0,0.968
"2023-10-14 - FLA 4, WPG 6",WPG,43.0,27.88,34.54,21.66,27.5,14.79,2.86,1.06,2.28,1.83,19.81,9.13,8.59,6.19,6.64,5.13,1.86,1.06,11.34,2.96,8.07,3.0,0.94,0.0,30.12,20.95,12.8,6.59,0.0,0.0,1.032
"2023-10-14 - NSH 2, BOS 3",NSH,34.33,40.3,29.53,21.56,16.32,16.65,1.06,0.0,1.92,1.51,17.61,21.2,9.4,8.54,5.21,5.74,0.0,0.0,8.24,12.73,4.09,3.91,1.05,0.0,20.97,19.7,4.98,6.9,0.0,0.0,1.065
"2023-10-14 - NSH 2, BOS 3",BOS,40.3,34.33,21.56,29.53,16.65,16.32,0.0,1.06,1.51,1.92,21.2,17.61,8.54,9.4,5.74,5.21,0.0,0.0,12.73,8.24,3.91,4.09,0.0,1.05,19.7,20.97,6.9,4.98,0.0,0.0,0.935
"2023-10-14 - NYR 3, CBJ 5",NYR,66.93,41.07,50.65,29.99,34.44,19.38,2.06,3.88,3.74,2.15,30.63,17.98,14.91,9.59,8.89,5.7,0.0,2.87,15.69,8.45,7.96,2.06,1.0,0.0,36.51,27.29,17.26,11.84,1.05,1.07,0.859
"2023-10-14 - NYR 3, CBJ 5",CBJ,41.07,66.93,29.99,50.65,19.38,34.44,3.88,2.06,2.15,3.74,17.98,30.63,9.59,14.91,5.7,8.89,2.87,0.0,8.45,15.69,2.06,7.96,0.0,1.0,27.29,36.51,11.84,17.26,1.07,1.05,1.141
"2023-10-14 - TB 4, DET 6",TB,54.01,60.41,34.54,49.78,20.86,39.55,3.08,4.74,1.69,3.66,20.16,31.82,5.06,10.75,3.04,8.84,0.0,1.88,14.88,21.31,7.07,13.94,3.17,0.94,32.25,31.7,7.84,16.51,0.0,1.84,1.028
"2023-10-14 - TB 4, DET 6",DET,60.41,54.01,49.78,34.54,39.55,20.86,4.74,3.08,3.66,1.69,31.82,20.16,10.75,5.06,8.84,3.04,1.88,0.0,21.31,14.88,13.94,7.07,0.94,3.17,31.7,32.25,16.51,7.84,1.84,0.0,0.972
"2023-10-14 - CHI 2, MTL 3",CHI,26.76,49.75,19.42,32.81,12.65,25.82,0.0,1.93,1.26,1.87,12.97,19.86,1.98,6.61,0.97,5.74,0.0,0.94,10.79,13.55,4.98,7.15,0.0,0.0,13.14,31.62,6.66,10.77,0.0,1.06,0.925
"2023-10-14 - CHI 2, MTL 3",MTL,49.75,26.76,32.81,19.42,25.82,12.65,1.93,0.0,1.87,1.26,19.86,12.97,6.61,1.98,5.74,0.97,0.94,0.0,13.55,10.79,7.15,4.98,0.0,0.0,31.62,13.14,10.77,6.66,1.06,0.0,1.075
"2023-10-14 - CGY 2, PIT 5",CGY,63.86,32.16,43.1,29.02,27.07,21.06,1.0,3.84,2.18,1.81,35.78,17.7,11.47,6.81,4.11,3.93,1.02,0.0,24.03,11.03,9.29,7.92,0.0,3.83,36.99,15.21,13.32,8.18,0.0,0.0,0.855
"2023-10-14 - CGY 2, PIT 5",PIT,32.16,63.86,29.02,43.1,21.06,27.07,3.84,1.0,1.81,2.18,17.7,35.78,6.81,11.47,3.93,4.11,0.0,1.02,11.03,24.03,7.92,9.29,3.83,0.0,15.21,36.99,8.18,13.32,0.0,0.0,1.145
"2023-10-14 - MIN 4, TOR 7",MIN,56.36,44.14,41.61,36.28,28.99,27.99,4.08,4.88,3.12,2.84,26.97,21.03,12.26,11.76,9.08,9.91,3.12,1.95,14.56,9.28,6.84,6.07,0.0,1.96,34.85,25.76,10.25,11.06,0.94,1.06,0.966
"2023-10-14 - MIN 4, TOR 7",TOR,44.14,56.36,36.28,41.61,27.99,28.99,4.88,4.08,2.84,3.12,21.03,26.97,11.76,12.26,9.91,9.08,1.95,3.12,9.28,14.56,6.07,6.84,1.96,0.0,25.76,34.85,11.06,10.25,1.06,0.94,1.034
"2023-10-14 - BUF 2, NYI 3",BUF,47.24,50.47,33.11,34.6,25.21,26.51,2.03,2.88,1.8,1.93,22.19,23.67,6.13,8.61,5.0,5.74,2.05,1.93,15.86,15.22,7.05,7.95,0.0,0.95,25.48,32.7,12.04,11.89,0.0,0.0,0.972
"2023-10-14 - BUF 2, NYI 3",NYI,50.47,47.24,34.6,33.11,26.51,25.21,2.88,2.03,1.93,1.8,23.67,22.19,8.61,6.13,5.74,5.0,1.93,2.05,15.22,15.86,7.95,7.05,0.95,0.0,32.7,25.48,11.89,12.04,0.0,0.0,1.028
"2023-10-14 - SEA 1, STL 2",SEA,56.14,40.79,37.49,31.41,26.92,21.06,0.0,0.92,1.83,1.62,27.49,17.68,9.64,5.45,6.32,2.78,0.0,0.0,17.84,12.22,8.32,7.6,0.0,0.96,33.88,27.16,12.25,10.85,0.0,0.0,0.956
"2023-10-14 - SEA 1, STL 2",STL,40.79,56.14,31.41,37.49,21.06,26.92,0.92,0.0,1.62,1.83,17.68,27.49,5.45,9.64,2.78,6.32,0.0,0.0,12.22,17.84,7.6,8.32,0.96,0.0,27.16,33.88,10.85,12.25,0.0,0.0,1.044
"2023-10-14 - VAN 4, EDM 3",VAN,22.76,54.35,15.55,34.74,13.5,21.71,3.17,0.94,1.28,3.13,10.43,27.87,4.26,15.68,4.22,8.4,3.18,0.94,6.17,11.88,5.16,4.68,0.0,0.0,13.47,27.66,2.12,8.53,0.0,0.0,1.191
"2023-10-14 - VAN 4, EDM 3",EDM,54.35,22.76,34.74,15.55,21.71,13.5,0.94,3.17,3.13,1.28,27.87,10.43,15.68,4.26,8.4,4.22,0.94,3.18,11.88,6.17,4.68,5.16,0.0,0.0,27.66,13.47,8.53,2.12,0.0,0.0,0.809
"2023-10-14 - COL 2, SJ 1",COL,76.12,37.43,54.78,27.67,35.06,15.33,0.0,0.94,3.44,1.7,31.02,21.94,17.11,5.8,9.91,3.85,0.0,0.94,13.79,16.38,6.04,6.98,0.0,0.0,55.2,18.02,16.98,3.23,0.0,0.0,0.938
"2023-10-14 - COL 2, SJ 1",SJ,37.43,76.12,27.67,54.78,15.33,35.06,0.94,0.0,1.7,3.44,21.94,31.02,5.8,17.11,3.85,9.91,0.94,0.0,16.38,13.79,6.98,6.04,0.0,0.0,18.02,55.2,3.23,16.98,0.0,0.0,1.062
"2023-10-14 - ANA 1, VGK 4",ANA,38.26,50.88,29.04,36.08,17.43,26.65,1.0,0.99,1.82,2.52,19.1,26.95,8.01,10.69,2.92,7.9,1.02,0.99,11.04,16.54,5.07,3.02,0.0,0.0,25.67,27.11,9.26,13.79,0.0,0.0,1.021
"2023-10-14 - ANA 1, VGK 4",VGK,50.88,38.26,36.08,29.04,26.65,17.43,0.99,1.0,2.52,1.82,26.95,19.1,10.69,8.01,7.9,2.92,0.99,1.02,16.54,11.04,3.02,5.07,0.0,0.0,27.11,25.67,13.79,9.26,0.0,0.0,0.979
"2023-10-14 - CAR 6, LA 5",CAR,31.46,36.46,21.15,25.11,13.41,18.23,3.15,1.87,0.94,1.39,11.16,19.08,3.44,6.06,2.32,1.74,0.0,0.0,7.83,12.65,4.32,6.3,2.02,1.03,19.03,24.56,5.7,10.06,1.12,0.88,1.133
"2023-10-14 - CAR 6, LA 5",LA,36.46,31.46,25.11,21.15,18.23,13.41,1.87,3.15,1.39,0.94,19.08,11.16,6.06,3.44,1.74,2.32,0.0,0.0,12.65,7.83,6.3,4.32,1.03,2.02,24.56,19.03,10.06,5.7,0.88,1.12,0.867
"2023-10-15 - TB 2, OTT 5",TB,39.67,52.46,26.55,36.25,18.51,31.32,2.02,3.82,1.34,1.85,18.06,22.36,6.2,6.79,4.03,6.87,2.02,2.87,11.65,15.74,6.96,7.87,0.0,0.95,26.12,32.19,6.77,12.73,0.0,0.0,0.987
"2023-10-15 - TB 2, OTT 5",OTT,52.46,39.67,36.25,26.55,31.32,18.51,3.82,2.02,1.85,1.34,22.36,18.06,6.79,6.2,6.87,4.03,2.87,2.02,15.74,11.65,7.87,6.96,0.95,0.0,32.19,26.12,12.73,6.77,0.0,0.0,1.013
"2023-10-15 - CAR 3, ANA 6",CAR,58.83,41.1,38.31,31.69,20.82,21.16,1.0,2.92,1.67,2.35,21.14,20.57,5.91,8.99,0.97,8.07,0.0,0.0,14.81,11.75,6.73,6.2,1.0,1.92,36.24,20.92,12.71,5.61,0.0,1.06,0.91
"2023-10-15 - CAR 3, ANA 6",ANA,41.1,58.83,31.69,38.31,21.16,20.82,2.92,1.0,2.35,1.67,20.57,21.14,8.99,5.91,8.07,0.97,0.0,0.0,11.75,14.81,6.2,6.73,1.92,1.0,20.92,36.24,5.61,12.71,1.06,0.0,1.09
"2023-10-16 - DET 4, CBJ 0",DET,37.53,27.59,29.21,19.92,21.32,15.16,2.13,0.0,1.74,1.06,18.27,9.9,8.01,2.7,8.02,2.72,1.08,0.0,10.42,7.14,5.51,3.66,1.05,0.0,30.61,17.84,7.86,6.1,0.0,0.0,1.1
"2023-10-16 - DET 4, CBJ 0",CBJ,27.59,37.53,19.92,29.21,15.16,21.32,0.0,2.13,1.06,1.74,9.9,18.27,2.7,8.01,2.72,8.02,0.0,1.08,7.14,10.42,3.66,5.51,0.0,1.05,17.84,30.61,6.1,7.86,0.0,0.0,0.9
"2023-10-16 - FLA 4, NJ 3",FLA,44.08,40.58,33.55,26.65,26.76,18.32,3.18,0.92,1.82,1.43,21.28,22.46,7.92,6.06,5.62,4.37,3.21,0.91,13.59,16.04,5.48,7.2,0.0,0.0,23.53,16.7,13.57,5.81,0.0,0.0,1.069
"2023-10-16 - FLA 4, NJ 3",NJ,40.58,44.08,26.65,33.55,18.32,26.76,0.92,3.18,1.43,1.82,22.46,21.28,6.06,7.92,4.37,5.62,0.91,3.21,16.04,13.59,7.2,5.48,0.0,0.0,16.7,23.53,5.81,13.57,0.0,0.0,0.931
"2023-10-16 - ARI 1, NYR 2",ARI,34.41,50.05,24.3,35.85,17.16,20.85,0.0,0.94,1.63,1.95,19.71,26.43,4.2,7.79,3.16,3.97,0.0,0.0,15.34,18.87,7.15,7.82,0.0,0.95,16.03,23.96,5.9,9.06,0.0,0.0,0.955
"2023-10-16 - ARI 1, NYR 2",NYR,50.05,34.41,35.85,24.3,20.85,17.16,0.94,0.0,1.95,1.63,26.43,19.71,7.79,4.2,3.97,3.16,0.0,0.0,18.87,15.34,7.82,7.15,0.95,0.0,23.96,16.03,9.06,5.9,0.0,0.0,1.045
"2023-10-16 - CHI 4, TOR 1",CHI,54.95,59.41,32.8,39.47,26.37,23.96,2.11,0.92,2.14,2.63,24.73,24.71,8.59,9.88,7.46,8.04,1.06,0.92,16.31,14.69,11.66,6.52,1.05,0.0,25.96,36.98,6.22,9.31,0.0,0.0,1.042
"2023-10-16 - CHI 4, TOR 1",TOR,59.41,54.95,39.47,32.8,23.96,26.37,0.92,2.11,2.63,2.14,24.71,24.73,9.88,8.59,8.04,7.46,0.92,1.06,14.69,16.31,6.52,11.66,0.0,1.05,36.98,25.96,9.31,6.22,0.0,0.0,0.958
"2023-10-16 - CGY 2, WSH 3",CGY,59.41,36.91,40.26,24.09,31.58,16.86,1.06,1.87,2.68,1.23,23.53,18.39,10.82,3.56,7.57,3.57,0.0,0.93,12.82,14.83,6.24,9.52,1.05,0.96,41.58,16.77,16.81,3.81,0.0,0.0,0.922
"2023-10-16 - CGY 2, WSH 3",WSH,36.91,59.41,24.09,40.26,16.86,31.58,1.87,1.06,1.23,2.68,18.39,23.53,3.56,10.82,3.57,7.57,0.93,0.0,14.83,12.82,9.52,6.24,0.96,1.05,16.77,41.58,3.81,16.81,0.0,0.0,1.078
"2023-10-17 - TB 2, BUF 3",TB,39.05,43.09,29.0,35.21,17.49,24.86,1.01,1.93,1.31,1.72,15.86,19.23,1.99,7.94,0.97,5.06,1.04,0.0,13.57,11.51,6.01,7.07,0.0,1.89,27.45,24.24,10.32,10.61,0.0,0.0,0.98
"2023-10-17 - TB 2, BUF 3",BUF,43.09,39.05,35.21,29.0,24.86,17.49,1.93,1.01,1.72,1.31,19.23,15.86,7.94,1.99,5.06,0.97,0.0,1.04,11.51,13.57,7.07,6.01,1.89,0.0,24.24,27.45,10.61,10.32,0.0,0.0,1.02
"2023-10-17 - MIN 5, MTL 2",MIN,42.03,24.34,23.58,21.42,16.95,13.71,0.0,1.83,1.31,1.26,22.19,11.28,5.62,3.5,2.32,1.81,0.0,0.0,16.76,7.64,5.53,2.64,0.0,1.92,18.53,13.92,8.1,9.03,0.0,0.0,0.866
"2023-10-17 - MIN 5, MTL 2",MTL,24.34,42.03,21.42,23.58,13.71,16.95,1.83,0.0,1.26,1.31,11.28,22.19,3.5,5.62,1.81,2.32,0.0,0.0,7.64,16.76,2.64,5.53,1.92,0.0,13.92,18.53,9.03,8.1,0.0,0.0,1.134
"2023-10-17 - VAN 0, PHI 2",VAN,39.0,44.75,29.42,37.81,17.06,32.59,0.0,0.94,1.68,3.39,20.5,27.47,8.97,14.88,2.96,13.04,0.0,0.0,11.25,12.74,5.93,9.15,0.0,0.95,20.21,12.88,8.03,5.61,0.0,0.0,0.971
"2023-10-17 - VAN 0, PHI 2",PHI,44.75,39.0,37.81,29.42,32.59,17.06,0.94,0.0,3.39,1.68,27.47,20.5,14.88,8.97,13.04,2.96,0.0,0.0,12.74,11.25,9.15,5.93,0.95,0.0,12.88,20.21,5.61,8.03,0.0,0.0,1.029
"2023-10-17 - ARI 0, NYI 1",ARI,35.36,53.99,25.7,42.33,12.8,27.25,0.0,0.0,1.49,2.08,17.35,19.56,4.14,9.6,2.05,8.76,0.0,0.0,13.04,10.0,2.03,3.96,0.0,0.0,17.18,41.62,8.49,13.54,0.0,0.0,1.0
"2023-10-17 - ARI 0, NYI 1",NYI,53.99,35.36,42.33,25.7,27.25,12.8,0.0,0.0,2.08,1.49,19.56,17.35,9.6,4.14,8.76,2.05,0.0,0.0,10.0,13.04,3.96,2.03,0.0,0.0,41.62,17.18,13.54,8.49,0.0,0.0,1.0
"2023-10-17 - EDM 6, NSH 1",EDM,47.37,43.52,37.47,36.87,25.03,31.07,4.29,0.0,2.04,2.07,25.09,23.93,6.83,7.45,2.3,6.57,2.17,0.0,18.52,16.22,11.08,11.78,2.01,0.0,21.97,25.87,10.35,10.97,0.0,0.0,1.171
"2023-10-17 - EDM 6, NSH 1",NSH,43.52,47.37,36.87,37.47,31.07,25.03,0.0,4.29,2.07,2.04,23.93,25.09,7.45,6.83,6.57,2.3,0.0,2.17,16.22,18.52,11.78,11.08,0.0,2.01,25.87,21.97,10.97,10.35,0.0,0.0,0.829
"2023-10-17 - LA 5, WPG 1",LA,45.35,37.64,37.63,23.36,26.7,16.26,4.26,0.92,3.11,1.17,24.87,17.14,12.13,2.64,6.54,0.82,3.21,0.91,12.77,14.5,10.51,8.4,0.0,0.0,23.82,20.5,9.67,7.07,1.12,0.0,1.103
"2023-10-17 - LA 5, WPG 1",WPG,37.64,45.35,23.36,37.63,16.26,26.7,0.92,4.26,1.17,3.11,17.14,24.87,2.64,12.13,0.82,6.54,0.91,3.21,14.5,12.77,8.4,10.51,0.0,0.0,20.5,23.82,7.07,9.67,0.0,1.12,0.897
"2023-10-17 - COL 4, SEA 1",COL,50.83,46.88,35.17,33.87,24.52,24.71,2.09,0.94,1.83,1.54,21.4,18.57,9.79,4.46,6.52,3.59,1.01,0.0,11.69,14.1,5.3,8.71,1.04,0.0,32.59,33.07,10.59,11.49,0.0,0.95,1.047
"2023-10-17 - COL 4, SEA 1",SEA,46.88,50.83,33.87,35.17,24.71,24.52,0.94,2.09,1.54,1.83,18.57,21.4,4.46,9.79,3.59,6.52,0.0,1.01,14.1,11.69,8.71,5.3,0.0,1.04,33.07,32.59,11.49,10.59,0.95,0.0,0.953
"2023-10-17 - CAR 6, SJ 3",CAR,52.64,19.31,30.73,12.52,23.35,9.51,2.13,0.94,1.74,0.72,26.7,8.61,9.98,2.75,7.71,1.76,1.08,0.0,16.66,5.91,6.21,2.94,0.0,0.95,25.04,8.0,8.34,3.95,1.12,0.0,0.992
"2023-10-17 - CAR 6, SJ 3",SJ,19.31,52.64,12.52,30.73,9.51,23.35,0.94,2.13,0.72,1.74,8.61,26.7,2.75,9.98,1.76,7.71,0.0,1.08,5.91,16.66,2.94,6.21,0.95,0.0,8.0,25.04,3.95,8.34,0.0,1.12,1.008
