Game,Team,CF,CA,FF,FA,SF,SA,GF,GA,xGF,xGA,SCF,SCA,HDCF,HDCA,HDSF,HDSA,HDGF,HDGA,MDCF,MDCA,MDSF,MDSA,MDGF,MDGA,LDCF,LDCA,LDSF,LDSA,LDGF,LDGA,PDO
"2022-10-13 - ARI 2, PIT 6",ARI,30.99,56.07,20.0,48.76,17.37,39.91,0.0,3.91,0.97,3.34,12.35,35.56,3.95,15.32,3.89,14.49,0.0,2.88,8.12,20.56,6.64,11.47,0.0,0.0,16.44,16.65,5.9,12.57,0.0,1.06,0.902
"2022-10-13 - ARI 2, PIT 6",PIT,56.07,30.99,48.76,20.0,39.91,17.37,3.91,0.0,3.34,0.97,35.56,12.35,15.32,3.95,14.49,3.89,2.88,0.0,20.56,8.12,11.47,6.64,0.0,0.0,16.65,16.44,12.57,5.9,1.06,0.0,1.098
"2022-10-13 - NJ 2, PHI 5",NJ,61.01,28.54,40.45,23.09,28.94,17.08,1.0,2.86,2.16,1.24,31.93,12.73,10.98,3.71,6.88,3.74,0.0,0.92,20.68,9.16,7.0,8.06,1.0,1.89,43.4,20.23,11.09,4.0,0.0,0.0,0.867
"2022-10-13 - NJ 2, PHI 5",PHI,28.54,61.01,23.09,40.45,17.08,28.94,2.86,1.0,1.24,2.16,12.73,31.93,3.71,10.98,3.74,6.88,0.92,0.0,9.16,20.68,8.06,7.0,1.89,1.0,20.23,43.4,4.0,11.09,0.0,0.0,1.133
"2022-10-13 - OTT 1, BUF 4",OTT,40.21,39.54,32.63,32.74,29.51,25.76,1.06,1.87,1.83,1.5,18.51,17.11,11.56,7.45,9.48,4.61,0.0,1.86,6.95,9.66,4.04,4.87,1.05,0.0,20.1,20.41,15.1,14.61,0.0,0.0,0.963
"2022-10-13 - OTT 1, BUF 4",BUF,39.54,40.21,32.74,32.63,25.76,29.51,1.87,1.06,1.5,1.83,17.11,18.51,7.45,11.56,4.61,9.48,1.86,0.0,9.66,6.95,4.87,4.04,0.0,1.05,20.41,20.1,14.61,15.1,0.0,0.0,1.037
"2022-10-13 - FLA 3, NYI 1",FLA,44.26,38.61,27.44,29.34,19.98,18.14,2.11,0.0,2.01,2.19,25.45,20.54,10.86,11.89,6.5,6.5,1.06,0.0,14.57,8.52,5.19,4.81,1.05,0.0,16.89,14.22,8.37,6.73,0.0,0.0,1.106
"2022-10-13 - FLA 3, NYI 1",NYI,38.61,44.26,29.34,27.44,18.14,19.98,0.0,2.11,2.19,2.01,20.54,25.45,11.89,10.86,6.5,6.5,0.0,1.06,8.52,14.57,4.81,5.19,0.0,1.05,14.22,16.89,6.73,8.37,0.0,0.0,0.894
"2022-10-13 - WSH 2, TOR 3",WSH,43.38,40.61,32.83,33.88,19.48,28.11,2.07,1.87,1.66,2.08,20.83,23.77,7.55,8.56,4.21,6.69,0.0,1.86,13.21,15.23,6.21,8.75,2.11,0.0,20.69,14.4,8.02,10.41,0.0,0.0,1.04
"2022-10-13 - WSH 2, TOR 3",TOR,40.61,43.38,33.88,32.83,28.11,19.48,1.87,2.07,2.08,1.66,23.77,20.83,8.56,7.55,6.69,4.21,1.86,0.0,15.23,13.21,8.75,6.21,0.0,2.11,14.4,20.69,10.41,8.02,0.0,0.0,0.96
"2022-10-13 - DAL 4, NSH 1",DAL,37.89,33.41,29.35,23.48,21.26,17.57,2.11,0.92,1.8,1.05,22.71,15.82,9.07,5.35,7.9,2.68,2.13,0.0,13.9,10.26,7.7,5.42,0.0,0.96,13.61,15.26,5.6,7.61,0.0,0.0,1.047
"2022-10-13 - DAL 4, NSH 1",NSH,33.41,37.89,23.48,29.35,17.57,21.26,0.92,2.11,1.05,1.8,15.82,22.71,5.35,9.07,2.68,7.9,0.0,2.13,10.26,13.9,5.42,7.7,0.96,0.0,15.26,13.61,7.61,5.6,0.0,0.0,0.953
"2022-10-13 - NYR 7, MIN 3",NYR,42.2,30.84,29.91,22.85,25.18,15.91,5.34,1.83,1.77,1.45,20.69,16.59,10.39,6.08,9.23,5.22,4.34,1.82,10.52,10.29,5.58,3.59,0.97,0.0,18.84,9.45,10.58,4.53,0.0,0.0,1.097
"2022-10-13 - NYR 7, MIN 3",MIN,30.84,42.2,22.85,29.91,15.91,25.18,1.83,5.34,1.45,1.77,16.59,20.69,6.08,10.39,5.22,9.23,1.82,4.34,10.29,10.52,3.59,5.58,0.0,0.97,9.45,18.84,4.53,10.58,0.0,0.0,0.903
"2022-10-13 - COL 3, CGY 5",COL,29.93,35.07,23.86,25.23,18.02,20.4,1.0,1.91,1.11,1.67,13.75,21.07,6.08,7.34,6.01,5.62,1.02,1.91,7.52,13.83,3.86,5.89,0.0,0.0,13.76,12.74,6.13,7.87,0.0,0.0,0.962
"2022-10-13 - COL 3, CGY 5",CGY,35.07,29.93,25.23,23.86,20.4,18.02,1.91,1.0,1.67,1.11,21.07,13.75,7.34,6.08,5.62,6.01,1.91,1.02,13.83,7.52,5.89,3.86,0.0,0.0,12.74,13.76,7.87,6.13,0.0,0.0,1.038
"2022-10-13 - CHI 0, VGK 1",CHI,43.21,56.42,26.23,39.09,19.03,28.16,0.0,0.94,1.25,2.54,15.46,27.44,6.33,11.72,4.15,7.0,0.0,0.0,9.08,15.86,3.03,6.85,0.0,0.95,18.92,23.25,9.69,12.29,0.0,0.0,0.966
"2022-10-13 - CHI 0, VGK 1",VGK,56.42,43.21,39.09,26.23,28.16,19.03,0.94,0.0,2.54,1.25,27.44,15.46,11.72,6.33,7.0,4.15,0.0,0.0,15.86,9.08,6.85,3.03,0.95,0.0,23.25,18.92,12.29,9.69,0.0,0.0,1.034
"2022-10-13 - SEA 4, LA 1",SEA,30.72,33.43,22.85,24.28,16.22,18.1,2.13,0.0,1.49,1.16,19.74,17.84,5.5,4.49,4.35,2.76,2.14,0.0,14.44,13.05,6.42,6.48,0.0,0.0,11.98,21.07,5.48,7.87,0.0,0.0,1.132
"2022-10-13 - SEA 4, LA 1",LA,33.43,30.72,24.28,22.85,18.1,16.22,0.0,2.13,1.16,1.49,17.84,19.74,4.49,5.5,2.76,4.35,0.0,2.14,13.05,14.44,6.48,6.42,0.0,0.0,21.07,11.98,7.87,5.48,0.0,0.0,0.868
"2022-10-14 - TB 5, CBJ 2",TB,70.26,23.28,55.35,20.85,40.24,14.5,4.24,1.87,3.09,0.8,37.28,10.07,14.06,1.87,9.96,1.01,2.15,0.0,23.67,8.16,11.85,4.61,0.0,1.91,36.73,13.19,18.54,8.82,2.11,0.0,0.977
"2022-10-14 - TB 5, CBJ 2",CBJ,23.28,70.26,20.85,55.35,14.5,40.24,1.87,4.24,0.8,3.09,10.07,37.28,1.87,14.06,1.01,9.96,0.0,2.15,8.16,23.67,4.61,11.85,1.91,0.0,13.19,36.73,8.82,18.54,0.0,2.11,1.023
"2022-10-14 - MTL 0, DET 3",MTL,37.1,47.08,24.23,34.14,22.11,27.28,0.0,0.94,0.78,2.9,8.18,22.16,2.01,13.15,1.98,11.42,0.0,0.94,6.09,8.94,2.06,2.91,0.0,0.0,18.92,22.63,13.74,12.82,0.0,0.0,0.965
"2022-10-14 - MTL 0, DET 3",DET,47.08,37.1,34.14,24.23,27.28,22.11,0.94,0.0,2.9,0.78,22.16,8.18,13.15,2.01,11.42,1.98,0.94,0.0,8.94,6.09,2.91,2.06,0.0,0.0,22.63,18.92,12.82,13.74,0.0,0.0,1.035
"2022-10-14 - NYR 1, WPG 4",NYR,52.8,54.33,43.4,38.12,32.41,26.09,1.01,1.89,2.87,2.57,25.26,32.14,11.28,9.6,9.17,7.82,0.0,0.94,13.84,22.79,10.08,5.91,0.0,0.95,27.07,20.41,13.2,12.38,0.94,0.0,0.959
"2022-10-14 - NYR 1, WPG 4",WPG,54.33,52.8,38.12,43.4,26.09,32.41,1.89,1.01,2.57,2.87,32.14,25.26,9.6,11.28,7.82,9.17,0.94,0.0,22.79,13.84,5.91,10.08,0.95,0.0,20.41,27.07,12.38,13.2,0.0,0.94,1.041
"2022-10-14 - CAR 2, SJ 1",CAR,53.99,19.71,34.08,13.69,26.94,9.78,2.07,0.94,2.19,0.72,28.83,7.72,10.34,3.8,9.17,2.84,2.07,0.0,18.33,3.92,5.12,1.97,0.0,0.95,31.61,14.73,9.69,3.94,0.0,0.0,0.98
"2022-10-14 - CAR 2, SJ 1",SJ,19.71,53.99,13.69,34.08,9.78,26.94,0.94,2.07,0.72,2.19,7.72,28.83,3.8,10.34,2.84,9.17,0.0,2.07,3.92,18.33,1.97,5.12,0.95,0.0,14.73,31.61,3.94,9.69,0.0,0.0,1.02
"2022-10-15 - FLA 4, BUF 3",FLA,43.53,29.75,35.96,22.32,25.32,16.95,2.07,2.82,1.88,1.25,25.82,12.84,6.55,4.5,3.22,4.53,1.06,1.87,19.4,8.25,13.66,3.83,1.06,0.96,13.55,13.17,7.36,6.64,0.0,0.0,0.915
"2022-10-15 - FLA 4, BUF 3",BUF,29.75,43.53,22.32,35.96,16.95,25.32,2.82,2.07,1.25,1.88,12.84,25.82,4.5,6.55,4.53,3.22,1.87,1.06,8.25,19.4,3.83,13.66,0.96,1.06,13.17,13.55,6.64,7.36,0.0,0.0,1.085
"2022-10-15 - VAN 2, PHI 3",VAN,43.1,31.04,32.21,25.69,24.7,19.51,2.13,0.94,2.4,1.68,16.24,13.7,9.98,6.29,8.91,4.57,0.0,0.94,6.23,7.29,2.1,3.8,1.04,0.0,23.53,14.27,13.71,8.82,1.05,0.0,1.038
"2022-10-15 - VAN 2, PHI 3",PHI,31.04,43.1,25.69,32.21,19.51,24.7,0.94,2.13,1.68,2.4,13.7,16.24,6.29,9.98,4.57,8.91,0.94,0.0,7.29,6.23,3.8,2.1,0.0,1.04,14.27,23.53,8.82,13.71,0.0,1.05,0.962
"2022-10-15 - ARI 3, BOS 6",ARI,32.18,62.71,23.97,46.36,16.22,37.2,1.01,3.91,1.31,3.19,14.76,39.2,3.95,19.73,2.92,15.99,0.0,1.98,10.6,19.68,7.93,9.04,1.02,1.89,15.15,20.04,4.62,10.69,0.0,0.0,0.957
"2022-10-15 - ARI 3, BOS 6",BOS,62.71,32.18,46.36,23.97,37.2,16.22,3.91,1.01,3.19,1.31,39.2,14.76,19.73,3.95,15.99,2.92,1.98,0.0,19.68,10.6,9.04,7.93,1.89,1.02,20.04,15.15,10.69,4.62,0.0,0.0,1.043
"2022-10-15 - DET 5, NJ 2",DET,33.07,54.56,22.67,39.25,15.6,29.9,4.17,1.87,1.06,3.45,18.79,31.49,6.39,13.99,3.24,10.52,2.13,0.92,12.36,17.29,2.03,5.77,0.0,0.0,17.39,27.73,8.11,9.55,1.99,0.95,1.205
"2022-10-15 - DET 5, NJ 2",NJ,54.56,33.07,39.25,22.67,29.9,15.6,1.87,4.17,3.45,1.06,31.49,18.79,13.99,6.39,10.52,3.24,0.92,2.13,17.29,12.36,5.77,2.03,0.0,0.0,27.73,17.39,9.55,8.11,0.95,1.99,0.795
"2022-10-15 - MTL 1, WSH 3",MTL,41.15,45.74,30.52,28.59,16.92,18.76,1.06,1.87,1.57,1.38,16.3,22.3,4.26,8.51,2.11,4.67,1.06,1.86,11.81,13.87,4.06,3.99,0.0,0.0,21.28,20.09,10.45,9.11,0.0,0.0,0.963
"2022-10-15 - MTL 1, WSH 3",WSH,45.74,41.15,28.59,30.52,18.76,16.92,1.87,1.06,1.38,1.57,22.3,16.3,8.51,4.26,4.67,2.11,1.86,1.06,13.87,11.81,3.99,4.06,0.0,0.0,20.09,21.28,9.11,10.45,0.0,0.0,1.037
"2022-10-15 - OTT 2, TOR 3",OTT,44.92,55.81,34.03,40.98,26.35,27.15,1.01,1.87,2.56,2.65,26.79,30.27,17.28,12.62,12.76,7.27,1.01,1.86,9.75,17.42,4.24,6.58,0.0,0.0,17.14,24.62,8.46,12.3,0.0,0.0,0.97
"2022-10-15 - OTT 2, TOR 3",TOR,55.81,44.92,40.98,34.03,27.15,26.35,1.87,1.01,2.65,2.56,30.27,26.79,12.62,17.28,7.27,12.76,1.86,1.01,17.42,9.75,6.58,4.24,0.0,0.0,24.62,17.14,12.3,8.46,0.0,0.0,1.03
"2022-10-15 - TB 2, PIT 6",TB,41.74,54.94,30.05,45.31,24.22,33.33,1.0,2.9,1.47,3.78,20.94,33.5,4.06,17.2,4.01,10.69,1.02,1.91,16.58,16.41,8.94,7.97,0.0,0.98,22.94,29.16,10.11,13.62,0.0,0.0,0.955
"2022-10-15 - TB 2, PIT 6",PIT,54.94,41.74,45.31,30.05,33.33,24.22,2.9,1.0,3.78,1.47,33.5,20.94,17.2,4.06,10.69,4.01,1.91,1.02,16.41,16.58,7.97,8.94,0.98,0.0,29.16,22.94,13.62,10.11,0.0,0.0,1.045
"2022-10-15 - ANA 1, NYI 7",ANA,42.75,50.68,28.18,40.55,16.85,28.69,1.0,6.9,2.5,2.51,31.18,22.46,12.04,7.81,6.78,6.96,0.0,1.91,18.78,14.96,7.79,9.32,1.0,2.0,12.0,26.44,2.6,12.48,0.0,3.18,0.819
"2022-10-15 - ANA 1, NYI 7",NYI,50.68,42.75,40.55,28.18,28.69,16.85,6.9,1.0,2.51,2.5,22.46,31.18,7.81,12.04,6.96,6.78,1.91,0.0,14.96,18.78,9.32,7.79,2.0,1.0,26.44,12.0,12.48,2.6,3.18,0.0,1.181
"2022-10-15 - CBJ 2, STL 5",CBJ,41.68,44.29,29.91,30.68,23.75,20.7,2.03,3.91,1.81,2.27,24.42,26.44,5.11,6.67,3.99,3.78,1.04,0.0,19.03,20.05,12.13,5.93,1.06,3.81,15.9,16.1,7.78,9.86,0.0,0.0,0.897
"2022-10-15 - CBJ 2, STL 5",STL,44.29,41.68,30.68,29.91,20.7,23.75,3.91,2.03,2.27,1.81,26.44,24.42,6.67,5.11,3.78,3.99,0.0,1.04,20.05,19.03,5.93,12.13,3.81,1.06,16.1,15.9,9.86,7.78,0.0,0.0,1.103
"2022-10-15 - LA 7, MIN 6",LA,32.45,41.43,28.78,29.66,24.19,22.55,5.34,2.79,1.26,1.63,13.24,16.89,5.64,6.97,5.64,3.46,1.08,1.85,7.66,9.69,4.2,5.54,2.1,0.0,24.68,29.38,11.16,12.56,2.22,0.88,1.097
"2022-10-15 - LA 7, MIN 6",MIN,41.43,32.45,29.66,28.78,22.55,24.19,2.79,5.34,1.63,1.26,16.89,13.24,6.97,5.64,3.46,5.64,1.85,1.08,9.69,7.66,5.54,4.2,0.0,2.1,29.38,24.68,12.56,11.16,0.88,2.22,0.903
"2022-10-15 - NSH 1, DAL 5",NSH,50.58,42.1,42.19,26.53,22.71,14.77,0.0,1.97,1.94,1.75,19.25,23.48,7.95,6.11,2.96,2.03,0.0,0.0,11.03,17.7,2.91,7.11,0.0,1.92,28.21,13.28,14.37,4.44,0.0,0.0,0.866
"2022-10-15 - NSH 1, DAL 5",DAL,42.1,50.58,26.53,42.19,14.77,22.71,1.97,0.0,1.75,1.94,23.48,19.25,6.11,7.95,2.03,2.96,0.0,0.0,17.7,11.03,7.11,2.91,1.92,0.0,13.28,28.21,4.44,14.37,0.0,0.0,1.134
"2022-10-15 - CGY 4, EDM 3",CGY,59.82,31.8,50.26,22.82,35.37,17.68,3.16,1.87,3.36,1.63,30.19,18.32,12.45,7.73,7.84,6.09,2.13,1.85,18.08,10.31,11.92,6.38,0.0,0.0,24.98,11.99,14.52,5.2,1.05,0.0,0.983
"2022-10-15 - CGY 4, EDM 3",EDM,31.8,59.82,22.82,50.26,17.68,35.37,1.87,3.16,1.63,3.36,18.32,30.19,7.73,12.45,6.09,7.84,1.85,2.13,10.31,18.08,6.38,11.92,0.0,0.0,11.99,24.98,5.2,14.52,0.0,1.05,1.017
"2022-10-15 - VGK 5, SEA 2",VGK,52.2,47.42,42.18,34.09,29.42,25.81,3.22,0.92,2.78,1.77,35.3,25.51,15.95,8.36,11.4,4.13,1.06,0.91,19.72,16.72,7.72,10.72,1.04,0.0,15.06,16.75,9.25,8.4,1.12,0.0,1.074
"2022-10-15 - VGK 5, SEA 2",SEA,47.42,52.2,34.09,42.18,25.81,29.42,0.92,3.22,1.77,2.78,25.51,35.3,8.36,15.95,4.13,11.4,0.91,1.06,16.72,19.72,10.72,7.72,0.0,1.04,16.75,15.06,8.4,9.25,0.0,1.12,0.926
"2022-10-15 - CHI 5, SJ 2",CHI,30.6,39.08,27.5,26.27,20.96,18.09,3.14,1.93,1.22,0.93,19.07,15.9,3.09,3.69,3.06,2.77,2.12,0.0,15.98,12.25,10.59,5.84,0.97,0.0,9.69,21.09,5.19,9.33,0.0,2.01,1.043
"2022-10-15 - CHI 5, SJ 2",SJ,39.08,30.6,26.27,27.5,18.09,20.96,1.93,3.14,0.93,1.22,15.9,19.07,3.69,3.09,2.77,3.06,0.0,2.12,12.25,15.98,5.84,10.59,0.0,0.97,21.09,9.69,9.33,5.19,2.01,0.0,0.957
"2022-10-17 - ANA 4, NYR 6",ANA,31.66,60.57,20.92,48.22,18.05,34.27,4.03,2.92,1.73,2.89,16.68,35.84,7.96,18.1,6.88,11.08,1.02,1.93,8.65,17.89,4.94,9.2,2.06,0.98,11.9,19.06,4.48,11.67,0.93,0.0,1.138
"2022-10-17 - ANA 4, NYR 6",NYR,60.57,31.66,48.22,20.92,34.27,18.05,2.92,4.03,2.89,1.73,35.84,16.68,18.1,7.96,11.08,6.88,1.93,1.02,17.89,8.65,9.2,4.94,0.98,2.06,19.06,11.9,11.67,4.48,0.0,0.93,0.862
"2022-10-17 - ARI 4, TOR 2",ARI,24.62,40.71,18.79,30.56,16.44,21.33,1.08,0.92,1.53,2.02,16.68,25.8,11.2,10.86,8.94,5.42,1.08,0.92,5.61,14.81,2.19,6.55,0.0,0.0,4.31,14.9,4.28,9.32,0.0,0.0,1.022
"2022-10-17 - ARI 4, TOR 2",TOR,40.71,24.62,30.56,18.79,21.33,16.44,0.92,1.08,2.02,1.53,25.8,16.68,10.86,11.2,5.42,8.94,0.92,1.08,14.81,5.61,6.55,2.19,0.0,0.0,14.9,4.31,9.32,4.28,0.0,0.0,0.978
"2022-10-17 - FLA 3, BOS 5",FLA,40.35,52.95,30.15,36.03,21.23,27.74,2.02,3.86,1.46,2.46,23.09,23.92,6.04,11.84,3.92,8.94,1.01,2.87,16.79,12.11,5.01,4.99,0.0,0.0,16.98,24.26,11.18,10.64,0.94,1.07,0.956
"2022-10-17 - FLA 3, BOS 5",BOS,52.95,40.35,36.03,30.15,27.74,21.23,3.86,2.02,2.46,1.46,23.92,23.09,11.84,6.04,8.94,3.92,2.87,1.01,12.11,16.79,4.99,5.01,0.0,0.0,24.26,16.98,10.64,11.18,1.07,0.94,1.044
"2022-10-17 - PIT 2, MTL 3",PIT,48.11,49.07,34.57,35.4,24.74,26.13,2.13,0.95,2.44,1.99,28.53,24.58,9.99,4.44,6.66,1.74,1.08,0.93,18.78,20.01,7.42,12.17,0.0,0.0,16.2,20.88,9.57,10.49,1.05,0.0,1.05
"2022-10-17 - PIT 2, MTL 3",MTL,49.07,48.11,35.4,34.57,26.13,24.74,0.95,2.13,1.99,2.44,24.58,28.53,4.44,9.99,1.74,6.66,0.93,1.08,20.01,18.78,12.17,7.42,0.0,0.0,20.88,16.2,10.49,9.57,0.0,1.05,0.95
"2022-10-17 - VAN 4, WSH 6",VAN,50.62,44.83,38.45,32.41,26.17,25.38,3.08,3.8,1.88,2.16,24.83,22.07,7.45,9.55,6.27,7.62,2.07,1.93,17.23,12.5,7.02,6.65,1.06,1.91,21.41,17.48,11.19,9.07,0.0,0.0,0.968
"2022-10-17 - VAN 4, WSH 6",WSH,44.83,50.62,32.41,38.45,25.38,26.17,3.8,3.08,2.16,1.88,22.07,24.83,9.55,7.45,7.62,6.27,1.93,2.07,12.5,17.23,6.65,7.02,1.91,1.06,17.48,21.41,9.07,11.19,0.0,0.0,1.032
"2022-10-17 - LA 5, DET 4",LA,52.45,34.49,39.39,25.2,28.6,20.74,4.18,1.87,2.92,1.37,27.89,16.79,8.68,4.57,6.44,3.72,1.06,0.0,19.32,12.22,9.4,5.7,3.16,1.91,35.14,18.59,11.76,7.45,0.0,0.0,1.056
"2022-10-17 - LA 5, DET 4",DET,34.49,52.45,25.2,39.39,20.74,28.6,1.87,4.18,1.37,2.92,16.79,27.89,4.57,8.68,3.72,6.44,0.0,1.06,12.22,19.32,5.7,9.4,1.91,3.16,18.59,35.14,7.45,11.76,0.0,0.0,0.944
"2022-10-17 - COL 6, MIN 3",COL,57.63,44.82,46.32,33.34,36.56,25.11,3.19,0.0,2.64,1.71,29.37,17.34,11.03,6.23,7.69,6.27,2.14,0.0,18.54,11.0,13.83,1.9,1.05,0.0,24.9,20.21,13.97,14.04,0.0,0.0,1.087
"2022-10-17 - COL 6, MIN 3",MIN,44.82,57.63,33.34,46.32,25.11,36.56,0.0,3.19,1.71,2.64,17.34,29.37,6.23,11.03,6.27,7.69,0.0,2.14,11.0,18.54,1.9,13.83,0.0,1.05,20.21,24.9,14.04,13.97,0.0,0.0,0.913
"2022-10-17 - WPG 1, DAL 4",WPG,46.98,36.81,32.29,28.04,17.95,17.74,1.06,2.86,1.95,1.7,20.78,15.72,9.42,7.59,6.18,3.73,0.0,0.92,11.41,8.17,5.09,3.95,1.05,0.94,19.51,14.91,6.69,8.94,0.0,0.95,0.898
